margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,20,5,0.25,52.5,0.6,79.5,LOW SAMPLE
0.81+,30,5,0.16666666666666666,37.333333333333336,0.4666666666666667,54.333333333333336,
