bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,287,0.024858144307649037,0.024390243902439025
5～10%,188,0.0704028537021177,0.06914893617021277
10～20%,107,0.14264255161166825,0.17757009345794392
20～30%,38,0.2456052422010747,0.18421052631578946
30～40%,10,0.3157725790951081,0.4
40%以上,1,0.4041665133897607,0
