popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,30,9,0.3,58.666666666666664,0.7,85.0,
2～3番人気,16,1,0.0625,25.624999999999996,0.25,29.375,LOW SAMPLE
4～6番人気,3,0,0,0.0,0.3333333333333333,66.66666666666666,LOW SAMPLE
7番人気以下,1,0,0,0.0,0,0.0,LOW SAMPLE
