surface,races,win_hit_rate,place_hit_rate,win_investment,win_return,win_roi,place_investment,place_return,place_roi
芝,1627,0.24769514443761526,0.5500921942224954,162700,112370.0,69.06576521204671,162700,125770.0,77.30178242163491
