strategy,bets,hits,hit_rate,stake,return,roi
top1,432,114,0.2638888888888889,43200,32160.0,74.44444444444444
highest_odds_top3,432,37,0.08564814814814815,43200,27620.0,63.93518518518518
edge_top3,432,37,0.08564814814814815,43200,25510.0,59.050925925925924
