metric,percentile_bin,lower_threshold,upper_threshold,avg_gap_1_2,avg_gap_2_3,avg_gap_3_4,avg_entropy,avg_top1_share,avg_top2_share,avg_top3_share,races,top1_win_rate,top1_place_rate,top2_box_rate,top2_exact_order_rate,top3_box_rate,top2_order_rate,quinella_hit_rate,exacta_hit_rate,quinella_average_payout,exacta_average_payout,quinella_roi,exacta_roi,mean_top1_odds,win_roi_if_top1_100yen
gap_1_2,0-10%,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,
gap_1_2,10-20%,0.0,0.006982782614358929,0.0013755429798060954,0.017863990463074134,0.00984465146750498,0.958020102628806,0.13197551553463485,0.2625754880894636,0.37531147018121824,86,0.20930232558139536,0.43023255813953487,0.05813953488372093,0.03488372093023256,0.046511627906976744,0.03488372093023256,0.05813953488372093,0.03488372093023256,726.0,940.0,42.20930232558139,32.79069767441861,222.45348837209303,76.27906976744187
gap_1_2,20-30%,0.006982782614358929,0.01665117701191859,0.011950381417631377,0.03836602954424959,0.030411023693850802,0.8966262954817903,0.18721078771300645,0.3624711940083815,0.499365570759507,43,0.13953488372093023,0.4186046511627907,0.13953488372093023,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.13953488372093023,0.023255813953488372,560.0,1900.0,78.13953488372093,44.18604651162791,46.76744186046512,63.48837209302326
gap_1_2,30-40%,0.01665117701191859,0.026913985977903267,0.021820973648634674,0.037846190448785975,0.025363056601052664,0.8910453025751369,0.1970290994956081,0.3722372253425815,0.509599160740769,43,0.27906976744186046,0.5813953488372093,0.27906976744186046,0.18604651162790697,0.046511627906976744,0.18604651162790697,0.27906976744186046,0.18604651162790697,688.3333333333334,1500.0,192.09302325581393,279.06976744186045,41.906976744186046,86.27906976744187
gap_1_2,40-50%,0.026913985977903267,0.038266694671143325,0.03273183716868829,0.03879865954406921,0.03272551318611633,0.8789270911658649,0.20731966369034988,0.3819074902120115,0.5176966571896039,43,0.20930232558139536,0.4883720930232558,0.18604651162790697,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.18604651162790697,0.06976744186046512,732.5,1050.0,136.27906976744185,73.25581395348837,38.651162790697676,72.09302325581395
gap_1_2,50-60%,0.038266694671143325,0.050111418149973455,0.04415844029901676,0.04947935343946573,0.03294991458157898,0.8757195042534607,0.2236663909661625,0.40317434163330823,0.5332029388609882,44,0.36363636363636365,0.6818181818181818,0.11363636363636363,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.11363636363636363,0.045454545454545456,584.0,595.0,66.36363636363637,27.045454545454543,29.90909090909091,101.81818181818181
gap_1_2,60-70%,0.050111418149973455,0.06908844677356704,0.05983787130239246,0.04337815610114905,0.028248310735801304,0.8782667337966168,0.22709826227834012,0.39435865325428776,0.5182408881290864,43,0.2558139534883721,0.4883720930232558,0.06976744186046512,0.06976744186046512,0,0.06976744186046512,0.06976744186046512,0.06976744186046512,546.6666666666666,630.0,38.139534883720934,43.95348837209303,37.27906976744186,65.58139534883722
gap_1_2,70-80%,0.06908844677356704,0.09176068815572191,0.08062288707048747,0.02898765882070999,0.03650762972879173,0.8680932785539894,0.24600757866275302,0.4113922702550186,0.5477893030265741,43,0.2558139534883721,0.6046511627906976,0.11627906976744186,0.023255813953488372,0.11627906976744186,0.023255813953488372,0.11627906976744186,0.023255813953488372,358.0,230.0,41.627906976744185,5.348837209302325,35.0,59.53488372093023
gap_1_2,80-90%,0.09176068815572191,0.12516583678130894,0.10631806164257512,0.0350745418522995,0.029347280949009798,0.8713635729257545,0.2681501557365514,0.42998224983052763,0.5567398020722043,43,0.20930232558139536,0.6046511627906976,0.13953488372093023,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.13953488372093023,0.023255813953488372,503.3333333333333,630.0,70.23255813953489,14.651162790697676,26.86046511627907,50.23255813953489
gap_1_2,90-100%,0.12516583678130894,0.31545307562762687,0.18106156400596662,0.0268750551810003,0.02731372907913182,0.8423888316238494,0.3246917090659501,0.46832185412593347,0.5850769440049166,44,0.5,0.7727272727272727,0.13636363636363635,0.11363636363636363,0.09090909090909091,0.11363636363636363,0.13636363636363635,0.11363636363636363,481.6666666666667,778.0,65.68181818181819,88.4090909090909,20.954545454545453,91.81818181818183
