races,top1_win_rate,top1_place_rate,top2_box_rate,top2_exact_order_rate,top3_box_rate,top2_order_rate,quinella_hit_rate,exacta_hit_rate,quinella_average_payout,exacta_average_payout,quinella_roi,exacta_roi,mean_top1_odds,win_roi_if_top1_100yen
24,0.4166666666666667,0.8333333333333334,0.25,0.08333333333333333,0.125,0.08333333333333333,0.25,0.08333333333333333,256.6666666666667,395.0,64.16666666666667,32.916666666666664,22.916666666666668,93.75
44,0.29545454545454547,0.6818181818181818,0.20454545454545456,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.20454545454545456,0.045454545454545456,288.8888888888889,395.0,59.09090909090909,17.954545454545453,30.15909090909091,69.0909090909091
