races,top1_win_rate,top1_place_rate,top2_box_rate,top2_exact_order_rate,top3_box_rate,top2_order_rate,quinella_hit_rate,exacta_hit_rate,quinella_average_payout,exacta_average_payout,quinella_roi,exacta_roi,mean_top1_odds,win_roi_if_top1_100yen
37,0.2972972972972973,0.6216216216216216,0.1891891891891892,0.10810810810810811,0.16216216216216217,0.10810810810810811,0.1891891891891892,0.10810810810810811,584.2857142857143,1225.0,110.54054054054055,132.43243243243242,33.189189189189186,102.7027027027027
