distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,5,0.09433962264150944,34.33962264150943,0.2641509433962264,45.09433962264151,
1700～2000m,215,26,0.12093023255813953,44.372093023255815,0.2651162790697674,60.41860465116279,
2100～2400m,7,1,0.14285714285714285,47.14285714285714,0.2857142857142857,65.71428571428571,LOW SAMPLE
2500m～,26,3,0.11538461538461539,43.46153846153846,0.34615384615384615,103.46153846153847,LOW SAMPLE
～1200m,131,13,0.09923664122137404,57.17557251908397,0.3053435114503817,88.2442748091603,
