month,bets,win_hit_rate,win_roi,place_hit_rate,place_roi,sample_warning
2026-06,135,0.26666666666666666,75.85185185185185,0.5407407407407407,76.44444444444444,
2026-07,144,0.2569444444444444,75.20833333333333,0.4722222222222222,68.05555555555556,
2026-08,75,0.29333333333333333,67.2,0.6266666666666667,81.2,
