month,races,horses,brier,logloss,auc,top1_hit_rate,top3_hit_rate,top1_win_roi,top1_profit,top1_place_hit_rate,top1_place_roi,top1_place_profit
2026-06,135,1765,0.06501340804500849,0.23617007422814343,0.7626812088161781,0.26666666666666666,0.5259259259259259,75.85185185185185,-3260.0,0.5407407407407407,76.44444444444444,-3180.0
2026-07,144,1804,0.06768633876438938,0.24561997961976909,0.7536270080321286,0.2569444444444444,0.5694444444444444,75.20833333333333,-3570.0,0.4722222222222222,68.05555555555556,-4600.0
2026-08,75,923,0.06765819486903175,0.2480975104991832,0.7488207547169811,0.29333333333333333,0.5466666666666666,67.2,-2460.0,0.6266666666666667,81.2,-1410.0
