racecourse,bets,win_hit_rate,win_roi,place_hit_rate,place_roi,sample_warning
中京,39,0.358974358974359,69.74358974358974,0.6666666666666666,83.84615384615385,
函館,71,0.28169014084507044,85.49295774647887,0.4788732394366197,69.43661971830986,
小倉,50,0.34,85.6,0.52,73.6,
新潟,34,0.2647058823529412,105.88235294117648,0.5,73.52941176470588,
札幌,38,0.21052631578947367,53.1578947368421,0.5263157894736842,68.15789473684211,
東京,37,0.24324324324324326,74.5945945945946,0.6216216216216216,83.78378378378379,
福島,47,0.14893617021276595,31.914893617021278,0.40425531914893614,59.148936170212764,
阪神,38,0.2894736842105263,83.15789473684211,0.6052631578947368,88.42105263157895,
