odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,72,41,0.5694444444444444,90.69444444444444,0.8333333333333334,91.94444444444444,
20.0～,360,78,0.21666666666666667,81.58333333333333,0.5,74.36111111111111,
