bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2356,0.026000911522423512,0.024193548387096774
5～10%,1696,0.0717562787491052,0.06485849056603774
10～20%,1149,0.1373493802390378,0.1392515230635335
20～30%,327,0.23930240161617472,0.25688073394495414
30～40%,48,0.32210443185984433,0.3958333333333333
40%以上,5,0.4313210382559071,0.4
