margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,221,59,0.2669683257918552,70.18099547511312,0.5520361990950227,73.66515837104073,
0.81+,211,60,0.2843601895734597,96.6350710900474,0.5592417061611374,81.09004739336493,
