month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.28125,87.39583333333333,77.04861111111111
2026-08,144,0.2638888888888889,74.51388888888889,77.77777777777779
TOTAL,432,0.27546296296296297,83.10185185185185,77.29166666666667
