bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2403,0.025508710768490553,0.021639617145235122
5～10%,1643,0.07172228909367295,0.06451612903225806
10～20%,1118,0.13749019298945778,0.148479427549195
20～30%,344,0.2407283218586208,0.23837209302325582
30～40%,67,0.33223208715383534,0.3582089552238806
40%以上,6,0.4290212171053527,0.3333333333333333
