distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,13,0.24528301886792453,73.20754716981132,0.6037735849056604,81.88679245283019,
1700～2000m,215,57,0.2651162790697674,78.74418604651163,0.5953488372093023,87.25581395348837,
2100～2400m,7,2,0.2857142857142857,94.28571428571428,0.8571428571428571,91.42857142857143,LOW SAMPLE
2500m～,26,4,0.15384615384615385,52.69230769230769,0.38461538461538464,53.07692307692308,LOW SAMPLE
～1200m,131,32,0.24427480916030533,59.770992366412216,0.4961832061068702,74.35114503816794,
