odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,68,37,0.5441176470588235,87.20588235294117,0.7941176470588235,87.3529411764706,
20.0～,364,71,0.19505494505494506,67.96703296703296,0.5137362637362637,79.45054945054945,
