racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,20,0.2777777777777778,71.38888888888889,0.6666666666666666,95.27777777777777,
函館,72,17,0.2361111111111111,69.58333333333333,0.5694444444444444,90.69444444444444,
小倉,72,15,0.20833333333333334,61.111111111111114,0.5138888888888888,72.63888888888889,
新潟,72,15,0.20833333333333334,62.77777777777778,0.5138888888888888,74.72222222222223,
札幌,72,22,0.3055555555555556,88.88888888888889,0.5972222222222222,82.77777777777777,
福島,72,19,0.2638888888888889,72.22222222222221,0.4861111111111111,68.05555555555556,
