bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2444,0.02553722994488031,0.0220949263502455
5～10%,1691,0.07236493158234843,0.0703725606150207
10～20%,1037,0.13952794077844508,0.15139826422372227
20～30%,336,0.239477523542511,0.21726190476190477
30～40%,64,0.3307174924645793,0.40625
40%以上,9,0.4182591243393599,0.3333333333333333
