odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,71,39,0.5492957746478874,86.76056338028168,0.8028169014084507,88.30985915492958,
20.0～,361,78,0.21606648199445982,79.44598337950139,0.518005540166205,75.26315789473685,
