margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,221,59,0.2669683257918552,72.26244343891402,0.5565610859728507,75.3393665158371,
0.81+,211,58,0.27488151658767773,89.43127962085308,0.5734597156398105,79.5734597156398,
