popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,235,92,0.39148936170212767,87.70212765957447,0.7148936170212766,88.8936170212766,
2～3番人気,135,23,0.17037037037037037,72.88888888888889,0.45925925925925926,72.88888888888889,
4～6番人気,40,3,0.075,66.25,0.275,55.25,
7番人気以下,22,0,0,0.0,0,0.0,LOW SAMPLE
