racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,22,0.3055555555555556,79.02777777777777,0.6666666666666666,85.83333333333333,
函館,72,21,0.2916666666666667,76.80555555555556,0.5555555555555556,75.27777777777777,
小倉,72,18,0.25,86.38888888888889,0.5555555555555556,81.66666666666667,
新潟,72,10,0.1388888888888889,37.638888888888886,0.4166666666666667,52.083333333333336,
札幌,72,26,0.3611111111111111,106.11111111111111,0.5972222222222222,82.22222222222221,
福島,72,21,0.2916666666666667,73.75,0.5555555555555556,80.41666666666667,
