month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.2673611111111111,74.47916666666666,75.41666666666667
2026-08,144,0.2847222222222222,80.90277777777779,77.91666666666667
TOTAL,432,0.27314814814814814,76.62037037037037,76.25
