distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,14,0.2641509433962264,82.0754716981132,0.5849056603773585,77.35849056603774,
1700～2000m,215,65,0.3023255813953488,85.44186046511628,0.6186046511627907,83.02325581395348,
2100～2400m,7,2,0.2857142857142857,94.28571428571428,0.7142857142857143,91.42857142857143,LOW SAMPLE
2500m～,26,7,0.2692307692307692,90.0,0.5384615384615384,79.23076923076923,LOW SAMPLE
～1200m,131,30,0.22900763358778625,56.33587786259542,0.44274809160305345,63.282442748091604,
