phase,race_id,horse_id,horse_name,actual_rank,target,odds,win_odds,popularity,date,ranker_score,bt_strength,pl_strength,ranker_win_probability,bt_win_probability,pl_win_probability
calibration,2025-0802-01-01-03-11,2021102510,ナムラフッカー,5,0,108.0,10.800000190734863,7,2025-08-02 00:00:00,-0.18151444683615728,0.77087830721239,0.3279710452272692,0.048136004086429436,0.06103416196708424,0.04410682673822596
calibration,2025-0802-01-01-03-11,2021105011,ラーンザロープス,4,0,107.0,10.699999809265137,6,2025-08-02 00:00:00,0.33468366837112473,0.5873496366054187,0.3607138695859947,0.08835142459247299,0.04695782810272196,0.04709186274087118
calibration,2025-0802-01-01-03-11,2021105442,エラトー,8,0,56.0,5.599999904632568,2,2025-08-02 00:00:00,0.2498666431766304,0.956820198555652,0.5737531284550863,0.07996088579380552,0.0796040533477935,0.07210899099487533
calibration,2025-0802-01-01-03-11,2022104812,テリオスララ,13,0,31.0,3.0999999046325684,1,2025-08-02 00:00:00,0.6705034806056429,0.9638227123924079,0.6977493407738753,0.1311582297610981,0.08040437613182032,0.09240408271380504
calibration,2025-0802-01-01-03-12,2019100620,アンブロジアーナ,13,0,2717.0,271.70001220703125,14,2025-08-02 00:00:00,-2.0300262888784255,-0.9271617440520888,-0.6581480110297095,0.00854547095512705,0.014791076453541236,0.017413478954054394
calibration,2025-0802-01-01-03-12,2019104592,カプラローラ,7,0,109.0,10.899999618530273,6,2025-08-02 00:00:00,-0.16387550992553163,0.49094116656379305,0.21320538913402354,0.07677452922283948,0.11215539415360318,0.09947947676206259
calibration,2025-0802-01-01-03-12,2020100387,オールマキシマム,2,0,72.0,7.199999809265137,4,2025-08-02 00:00:00,-0.2811566940789794,0.4565215560118235,0.323505459753046,0.06687967241685695,0.10677400363738299,0.12403347643625148
calibration,2025-0802-01-01-03-12,2020102187,スマートケープ,1,1,56.0,5.599999904632568,3,2025-08-02 00:00:00,0.1583842471204234,0.35088095046493495,-0.02572120553064458,0.1121684837725041,0.09181717158900433,0.06168853960773982
calibration,2025-0802-01-01-03-12,2020103967,グレイスオブゴッド,8,0,1285.0,128.5,13,2025-08-02 00:00:00,-1.3199488440621419,-0.8253991664674255,-0.5400719204389242,0.019703310335184073,0.017105484916597392,0.02205185532431664
calibration,2025-0802-01-01-03-12,2021101219,マフィン,12,0,1248.0,124.80000305175781,12,2025-08-02 00:00:00,-1.711940505376791,-0.8813922255381943,-0.7520841369991589,0.012423874676385643,0.0157905093111872,0.014430908168206573
calibration,2025-0802-01-01-03-12,2021103209,メイショウリリー,6,0,239.0,23.899999618530273,8,2025-08-02 00:00:00,-0.23181445242653043,0.31884091760583255,0.035660266536442276,0.07087691398430496,0.08770929314831967,0.06974607271787699
calibration,2025-0802-01-01-03-12,2021103268,メイショウタムシバ,11,0,92.0,9.199999809265137,5,2025-08-02 00:00:00,0.4516734652218383,0.3830649060192787,0.28222056095548853,0.15838807608098435,0.09613720730603804,0.11420347237372812
calibration,2025-0802-01-01-03-12,2021103480,ミレニアムヒロイン,14,0,766.0,76.5999984741211,11,2025-08-02 00:00:00,-0.688165964569266,-0.41542332991813213,-0.40783720036986254,0.04143229440435136,0.030725070006410834,0.028727825427939325
calibration,2025-0802-01-01-03-12,2021104777,クォーツァイト,9,0,346.0,34.599998474121094,9,2025-08-02 00:00:00,-0.9207862360014248,-0.538251436789774,-0.5550505287738965,0.03151267126267593,0.02578028905522463,0.021401040094116756
calibration,2025-0802-01-01-03-12,2021105789,サツキノジョウ,4,0,385.0,38.5,10,2025-08-02 00:00:00,-0.8326425868551867,-0.241584111764116,-0.3395722033938835,0.034955930446296565,0.039386403745718016,0.03293039772262086
calibration,2025-0802-01-01-03-12,2022100098,ベルギューン,3,0,45.0,4.5,2,2025-08-02 00:00:00,0.23756779014772106,0.4295376133078973,0.31723421662853113,0.12311996063247883,0.10273634977896655,0.1224875037013861
calibration,2025-0802-01-01-03-12,2022106609,ヤマニンバロネス,5,0,29.0,2.9000000953674316,1,2025-08-02 00:00:00,0.3833477002894265,0.80994473363514,0.46440684799314513,0.14615459720029844,0.17690356242039162,0.1644085152013932
calibration,2025-0802-01-01-03-12,2022107288,リアルクィーン,10,0,198.0,19.799999237060547,7,2025-08-02 00:00:00,0.035449346729191165,0.27332950173614423,0.24963215236564384,0.09706421460971225,0.08218818447761438,0.10699743750830719
calibration,2025-0802-04-02-03-01,2017103293,ホウオウエクレール,2,0,20.0,2.0,1,2025-08-02 00:00:00,-0.08450687664397656,0.697961525922712,0.2710014982415566,0.2216039669498979,0.32140624993834443,0.382305443067368
calibration,2025-0802-04-02-03-01,2018104268,リーゼントジャンボ,11,0,1333.0,133.3000030517578,13,2025-08-02 00:00:00,-2.875563193007581,-2.3106472738236423,-2.1244784755250086,0.008308642098517036,0.0043696955042971,0.0031748485510615875
calibration,2025-0802-04-02-03-01,2018110131,アメリカンピース,4,0,55.0,5.5,3,2025-08-02 00:00:00,-0.46685800766942287,0.07995533157979962,-0.3479230379453353,0.14132567744584693,0.13293229084198216,0.110871381684851
calibration,2025-0802-04-02-03-01,2019100741,コスモゴレアドール,7,0,443.0,44.29999923706055,8,2025-08-02 00:00:00,-1.1141281026488405,-0.2834095008896903,-0.5064198573774256,0.06599458984980376,0.07910272224090234,0.08075155081430603
calibration,2025-0802-04-02-03-01,2019104842,ボルタドマール,9,0,687.0,68.69999694824219,10,2025-08-02 00:00:00,-1.9128368018140383,-1.3323208165746996,-1.2862750974811692,0.025788160043660514,0.017677675152620104,0.01697372715013509
calibration,2025-0802-04-02-03-01,2019105578,ヴラディア,3,0,105.0,10.5,5,2025-08-02 00:00:00,-0.4165258929044686,0.16891868540862776,-0.2650317710503611,0.14994690259747134,0.15094724616788324,0.1308633095254836
calibration,2025-0802-04-02-03-01,2019106364,シュガーコルト,14,0,576.0,57.599998474121094,9,2025-08-02 00:00:00,-2.385646084836883,-2.3532552163068,-1.7965128599129319,0.014785829534703334,0.004111651771993717,0.006117730301558229
calibration,2025-0802-04-02-03-01,2020101199,ロードプレイヤー,1,1,48.0,4.800000190734863,2,2025-08-02 00:00:00,-0.29492802421597475,-0.16517412218181016,-0.4075851418644131,0.17300795305376676,0.09365847986150551,0.09840057013291383
calibration,2025-0802-04-02-03-01,2020102956,ブライテストドーン,10,0,1048.0,104.80000305175781,12,2025-08-02 00:00:00,-2.4098346120347154,-1.3892597437022278,-0.969950805621325,0.014370998280140051,0.016296677101104377,0.03195457204421904
calibration,2025-0802-04-02-03-01,2020105734,オーバーザドリーム,8,0,956.0,95.5999984741211,11,2025-08-02 00:00:00,-1.5446117100108003,-0.6417870350404894,-1.1547829801281342,0.03977034221021212,0.04740744971969652,0.022079529704072523
calibration,2025-0802-04-02-03-01,2021105654,ダノンロッキー,6,0,207.0,20.700000762939453,6,2025-08-02 00:00:00,-2.3074518839297835,-0.9731054195087452,-0.942885907968114,0.016210552770870936,0.029531792816767946,0.03373193672406602
calibration,2025-0802-04-02-03-01,2021106574,マグナレガリア,5,0,83.0,8.300000190734863,4,2025-08-02 00:00:00,-0.7327823242333832,-0.17093455140398095,-0.5839354130247891,0.10335967120337657,0.0928909095117485,0.06915470219692091
calibration,2025-0802-04-02-03-01,2021106845,ザロック,13,0,300.0,30.0,7,2025-08-02 00:00:00,-2.169722502734936,-1.9795728960233765,-1.5994854673487038,0.019062003381051348,0.0070122367138840845,0.009072482644337075
calibration,2025-0802-04-02-03-01,2022105877,コガクボウ,12,0,3179.0,317.8999938964844,14,2025-08-02 00:00:00,-3.088860446837392,-2.659441737135605,-1.944740966325913,0.006464710580681427,0.002654922657270181,0.00454821545870726
calibration,2025-0802-04-02-03-06,2020103705,レッドロスタム,13,0,76.0,7.599999904632568,5,2025-08-02 00:00:00,-0.3177943566762437,0.24105070793855018,0.035341444838371705,0.09993034442288166,0.13005787071706396,0.1350977982691712
calibration,2025-0802-04-02-03-06,2021101211,ダイユウハミルトン,12,0,1308.0,130.8000030517578,12,2025-08-02 00:00:00,-2.1015456128156447,-1.0554016828411157,-0.6433343643663476,0.01225510393452443,0.020407544620011937,0.03476625837071922
calibration,2025-0802-04-02-03-06,2021103303,ドリーミングアップ,9,0,57.0,5.699999809265137,3,2025-08-02 00:00:00,-0.3420017604256196,0.46173491837300545,0.19980021761022349,0.09712454159951366,0.1782599126213396,0.18771343036651741
calibration,2025-0802-04-02-03-06,2021105168,クイーンズワーフ,6,0,470.0,47.0,10,2025-08-02 00:00:00,-0.7802919420573889,-0.4263492879897182,-0.4057425060263844,0.057995103303374054,0.05012655688287023,0.05591490861138678
calibration,2025-0802-04-02-03-06,2021105871,ソニックライン,3,0,216.0,21.600000381469727,6,2025-08-02 00:00:00,-0.5108414254058684,-0.5538831753513305,-0.5420600965458052,0.07962747439419551,0.04177757354504708,0.04257196189130122
calibration,2025-0802-04-02-03-06,2021110030,アンパドゥ,1,1,26.0,2.5999999046325684,1,2025-08-02 00:00:00,-0.2547661481853942,0.13809676131410575,-0.21390792915282408,0.10762190671683573,0.11226952394101741,0.08206406312026265
calibration,2025-0802-04-02-03-06,2022102153,ダガーリング,11,0,2171.0,217.10000610351562,13,2025-08-02 00:00:00,-1.7579552982430944,-1.0433492857968005,-1.113230312582671,0.018359853345279658,0.020761958145612505,0.013583494730469206
calibration,2025-0802-04-02-03-06,2022102229,グラスビジョン,14,0,3074.0,307.3999938964844,14,2025-08-02 00:00:00,-2.1439685930463535,-1.0833405935928577,-0.9494041097754093,0.011658471806514744,0.01960906456528606,0.018849904330204566
calibration,2025-0802-04-02-03-06,2022103638,ハードワーカー,10,0,869.0,86.9000015258789,11,2025-08-02 00:00:00,-1.2153294468342004,-0.6624076923395723,-0.6676597651318456,0.034762866136888435,0.03577769495286247,0.03311533697699446
calibration,2025-0802-04-02-03-06,2022104095,フェンスブレイカー,4,0,418.0,41.79999923706055,9,2025-08-02 00:00:00,-0.6337607722151775,-0.42125636137324296,-0.3188561104178146,0.06890634010713018,0.05049258806927045,0.06652673103042024
calibration,2025-0802-04-02-03-06,2022104666,カザンラク,8,0,246.0,24.600000381469727,7,2025-08-02 00:00:00,-0.6645682782269879,0.08274085217117133,-0.04903005692309069,0.06645360719518031,0.10373323689425244,0.11412061829467861
calibration,2025-0802-04-02-03-06,2022104814,ダノンセンチュリー,2,0,43.0,4.300000190734863,2,2025-08-02 00:00:00,0.04446929033471653,0.026893274493654085,-0.25831034902333105,0.15303488675464108,0.09577869981577875,0.07509059816577761
calibration,2025-0802-04-02-03-06,2022104912,カーラデマドレ,7,0,280.0,28.0,8,2025-08-02 00:00:00,-1.1922390833116414,-0.5795862059394182,-0.40192795818912797,0.03572014750879246,0.040271380781422235,0.05634312015529879
calibration,2025-0802-04-02-03-06,2022106950,シャンクス,5,0,69.0,6.900000095367432,4,2025-08-02 00:00:00,0.06376888037930212,0.06180300074439837,-0.20081255580228713,0.156549352774248,0.10067639444816485,0.08424177568679792
calibration,2025-0802-04-02-03-07,2018101243,オレデイイノカ,6,0,1011.0,101.0999984741211,13,2025-08-02 00:00:00,-1.106810482886567,0.28923188189538085,0.1567446022935763,0.02023244387273093,0.04403235216295215,0.046101850079757326
calibration,2025-0802-04-02-03-07,2019102143,フルオール,4,0,105.0,10.5,4,2025-08-02 00:00:00,0.0704290250547003,0.8946234172182201,0.6044025645451863,0.08082409323421996,0.1045609014481578,0.11286235801329707
calibration,2025-0802-04-02-03-07,2019104805,デコラシオン,2,0,54.0,5.400000095367432,2,2025-08-02 00:00:00,0.08814651023963845,0.9667202846631437,0.689059695084387,0.08252647945125767,0.1159043422983142,0.13368459631474006
calibration,2025-0802-04-02-03-07,2020102161,サノノエスポ,9,0,376.0,37.599998474121094,8,2025-08-02 00:00:00,-2.001082324946696,-0.4282089260247469,-0.43355742122314644,0.0070653526375202775,0.01579998831190519,0.014157563921823237
calibration,2025-0802-04-02-03-07,2020102594,ユアフラッシュ,12,0,696.0,69.5999984741211,12,2025-08-02 00:00:00,-0.9686811707048177,-0.09971124306620499,-0.037604161257188504,0.023802545325877326,0.025261755317356374,0.03125425584587359
calibration,2025-0802-04-02-03-07,2020103247,メテオールライト,7,0,586.0,58.599998474121094,10,2025-08-02 00:00:00,0.12286165971145592,0.6638063571837539,0.4617602742269028,0.08596674687267214,0.07519096168962433,0.0848499519126079
calibration,2025-0802-04-02-03-07,2020103566,シェットランド,11,0,359.0,35.900001525878906,7,2025-08-02 00:00:00,-1.1851369317622389,-0.7716006366612289,-0.567555013609764,0.018451371151624176,0.009674074869847178,0.010829282950591337
calibration,2025-0802-04-02-03-07,2020105627,クレメダンジュ,10,0,677.0,67.69999694824219,11,2025-08-02 00:00:00,-1.428071579729126,-0.14631962575371357,-0.11771479343416173,0.013864522187366182,0.023634516348277932,0.0266272276896351
calibration,2025-0802-04-02-03-07,2021100300,エンセリオ,8,0,386.0,38.599998474121094,9,2025-08-02 00:00:00,-0.19430900709055074,0.42765201874125836,0.40039630508168206,0.059193905932675366,0.05365999183322755,0.07505014473976977
calibration,2025-0802-04-02-03-07,2021104104,フジマサテイオー,14,0,2240.0,224.0,14,2025-08-02 00:00:00,-2.564640352620755,-1.38254246409276,-1.222573258088884,0.0036407637602252755,0.00404174114036755,0.0029218511190856494
calibration,2025-0802-04-02-03-07,2021104510,タクシンイメル,1,1,191.0,19.100000381469727,6,2025-08-02 00:00:00,0.10975999937728916,0.12561623630743157,-0.36510405843873306,0.08465183951434634,0.034854700411169594,0.016234778459673232
calibration,2025-0802-04-02-03-07,2021105156,ウィンドフォール,5,0,18.0,1.7999999523162842,1,2025-08-02 00:00:00,0.8233600957876113,1.367044513067766,0.9054363880770735,0.19599249434845983,0.20533791140326266,0.20607427306079382
calibration,2025-0802-04-02-03-07,2021105569,サトノアイオライト,13,0,66.0,6.599999904632568,3,2025-08-02 00:00:00,0.7928999275961376,1.0376516221492331,0.5244333300139391,0.18909336208292826,0.12826464873333418,0.09618087530647038
calibration,2025-0802-04-02-03-07,2021106874,ゴールドアローン,3,0,123.0,12.300000190734863,5,2025-08-02 00:00:00,0.5045503967305296,1.1914524036814675,0.7233378889024242,0.13469407962809632,0.1597821140322033,0.1431709905858816
calibration,2025-0802-04-02-03-08,2019100641,アトラクティーボ,8,0,679.0,67.9000015258789,10,2025-08-02 00:00:00,-2.117378904713249,-1.053453420434968,-0.9648277261811056,0.019818943550275112,0.02326797091730505,0.01856799797294434
calibration,2025-0802-04-02-03-08,2019104953,インペリアルライン,4,0,309.0,30.899999618530273,9,2025-08-02 00:00:00,-1.164317773711227,0.02370846390592965,-0.16809303237471984,0.06081804968227527,0.10840567803846328,0.09136924623762009
calibration,2025-0802-04-02-03-08,2019105322,アルファヒディ,7,0,73.0,7.300000190734863,5,2025-08-02 00:00:00,-2.248946414318438,-1.0499248023074874,-0.7826865848493704,0.016976888512895392,0.02338555816003299,0.02672827095411704
calibration,2025-0802-04-02-03-08,2020102868,ピクシレーション,1,1,40.0,4.0,2,2025-08-02 00:00:00,-0.4502217477946422,0.15412926555524403,0.21145804353772257,0.14089283787591142,0.13060740289828437,0.19519735022902765
calibration,2025-0802-04-02-03-08,2020103246,ウィンターダフネ,9,0,308.0,30.799999237060547,8,2025-08-02 00:00:00,-1.29933203855894,-0.1282912150969734,-0.19371443631760643,0.05188585984775667,0.08724655442630729,0.08680516630429558
calibration,2025-0802-04-02-03-08,2020104099,マーシヴィガラス,11,0,2116.0,211.60000610351562,12,2025-08-02 00:00:00,-1.8448612255410748,-1.1092599062647457,-0.9001527196214152,0.027309844991876383,0.021484982978181272,0.02113202311039335
calibration,2025-0802-04-02-03-08,2020104207,ビターゼノビア,6,0,904.0,90.4000015258789,11,2025-08-02 00:00:00,-1.4540343427521643,-0.7256436957471477,-0.5116517303014858,0.04325200506934577,0.03716536885205818,0.04596092374008907
calibration,2025-0802-04-02-03-08,2020104567,ヴァナルガンド,2,0,33.0,3.299999952316284,1,2025-08-02 00:00:00,-0.021843368519939975,0.36096077898595935,-0.026480742994823954,0.23321811934861403,0.17550534347708047,0.121283833027809
calibration,2025-0802-04-02-03-08,2020105147,ユイノマチブセ,10,0,274.0,27.399999618530273,7,2025-08-02 00:00:00,-1.4155935156371744,-0.8075291449386552,-0.7009365900205018,0.045252960561374025,0.03306244908691169,0.03147588925035581
calibration,2025-0802-04-02-03-08,2021103000,ヴァルドルチャ,12,0,69.0,6.900000095367432,4,2025-08-02 00:00:00,-0.7758273848989823,0.14919680212046854,0.09617877298612147,0.09605626667205137,0.12969032880437067,0.15500425344715463
calibration,2025-0802-04-02-03-08,2021105885,キャネル,5,0,151.0,15.100000381469727,6,2025-08-02 00:00:00,-1.0142035970054635,0.18422307210762864,-0.06726334800733247,0.07256563977493173,0.13634481087899858,0.11178398640396153
calibration,2025-0802-04-02-03-08,2022101572,プライベートアイズ,3,0,43.0,4.300000190734863,3,2025-08-02 00:00:00,-0.18736026998215075,-0.07734212510462579,-0.15023771348302623,0.19195258411269284,0.09383355148200613,0.0946910593222319
calibration,2025-0802-04-02-03-09,2017106153,エンデュミオン,2,0,29.0,2.9000000953674316,1,2025-08-02 00:00:00,-0.24707078964032836,1.5506298659212072,0.8582143933382821,0.24180870349092215,0.5102106133546443,0.4879987305872841
calibration,2025-0802-04-02-03-09,2018101630,ウインチェレステ,5,0,60.0,6.0,3,2025-08-02 00:00:00,-1.2850851537442758,0.19434556237700046,-0.25579137535259794,0.07130408098403059,0.07349920595078212,0.052578183282530666
calibration,2025-0802-04-02-03-09,2018104849,ブリエヴェール,6,0,146.0,14.600000381469727,6,2025-08-02 00:00:00,-0.9880978861007066,0.13526291258865597,0.02216929223469022,0.10112428936368262,0.0675501859621356,0.09167251458047784
calibration,2025-0802-04-02-03-09,2018105050,ビップランバン,4,0,1344.0,134.39999389648438,9,2025-08-02 00:00:00,-2.5801732136137385,-0.8425113247467586,-1.1759208526524123,0.015538495894568764,0.01671072081309159,0.008348169661449339
calibration,2025-0802-04-02-03-09,2018105296,モントライゼ,3,0,62.0,6.199999809265137,4,2025-08-02 00:00:00,-1.4461279221973322,-0.28405917786922774,-0.4046184795711755,0.058997288312945304,0.03710824787372531,0.039042354074845874
calibration,2025-0802-04-02-03-09,2018106050,ブラビオ,7,0,286.0,28.600000381469727,7,2025-08-02 00:00:00,-1.2227964504559672,-0.20907481534389388,-0.23826624808552888,0.0767255209244043,0.041304017755635296,0.05445373933880935
calibration,2025-0802-04-02-03-09,2019103100,サルサロッサ,8,0,31.0,3.0999999046325684,2,2025-08-02 00:00:00,-0.42527668174925587,0.3491513389718708,0.10154476814180682,0.19607415733104802,0.09169113605797954,0.10744440534371771
calibration,2025-0802-04-02-03-09,2019106330,プラチナドリーム,1,1,324.0,32.400001525878906,8,2025-08-02 00:00:00,-2.0245686057657153,-0.16061076325031565,-0.8175289836012749,0.029873536774567055,0.044264992940831804,0.017095684285924277
calibration,2025-0802-04-02-03-09,2021102973,トゥラッタッタ,9,0,78.0,7.800000190734863,5,2025-08-02 00:00:00,-0.37282767934184535,0.5237179482311262,0.23873490104355058,0.2085539269238313,0.11766087929117451,0.1413662188449608
calibration,2025-0802-07-03-03-06,2018100858,メイショウマントル,5,0,584.0,58.400001525878906,10,2025-08-02 00:00:00,-2.269604281814657,-0.7454935534267199,-0.4601244257879164,0.021543907623757484,0.047777113384128204,0.066901312334239
calibration,2025-0802-07-03-03-06,2018102956,ワンダースティング,3,0,135.0,13.5,6,2025-08-02 00:00:00,-1.0180708111808188,-0.1313700420737014,-0.13300959363180348,0.09392394754231069,0.11487746370438,0.1286953840009455
calibration,2025-0802-07-03-03-06,2020105670,タッチャブル,4,0,423.0,42.29999923706055,9,2025-08-02 00:00:00,-1.840253955472812,-0.2990702364544423,-0.2446153565201647,0.0357021566989479,0.09040452496028052,0.10294930903896297
calibration,2025-0802-07-03-03-06,2021100677,ヴォルスター,7,0,90.0,9.0,3,2025-08-02 00:00:00,-1.6883765101380876,-0.9255498098327439,-0.9086672227594388,0.04268683018791155,0.036941053807317874,0.027279431391967333
calibration,2025-0802-07-03-03-06,2021101691,ボックスオフィス,6,0,93.0,9.300000190734863,5,2025-08-02 00:00:00,-1.6094080729390086,-0.7336169901027534,-0.7073908169859737,0.04684266766936676,0.04859464037014121,0.040800151755551406
calibration,2025-0802-07-03-03-06,2021104197,タイセイミニスター,12,0,735.0,73.5,11,2025-08-02 00:00:00,-2.178205043757884,-1.036597629331252,-0.7592154079352633,0.023989628306977637,0.03152193837486081,0.036783030790512976
calibration,2025-0802-07-03-03-06,2021105221,ダブルジャッジ,9,0,213.0,21.299999237060547,8,2025-08-02 00:00:00,-0.8315946006415792,-0.5839812545856222,-0.5093575261470706,0.11696434715672858,0.06017629962309202,0.06062773020663103
calibration,2025-0802-07-03-03-06,2021105831,グラヴィス,1,1,81.0,8.100000381469727,2,2025-08-02 00:00:00,-0.7941118857609915,0.011258495457176387,-0.17807344540234732,0.12223757348789585,0.14083951925794147,0.11760370547029352
calibration,2025-0802-07-03-03-06,2021106164,キングオブフジ,2,0,92.0,9.199999809265137,4,2025-08-02 00:00:00,-0.8598677332788393,0.05648566430133953,-0.10973295624875938,0.11313781238043903,0.1502395953494659,0.1348282198149192
calibration,2025-0802-07-03-03-06,2021106359,バトンインディ,10,0,136.0,13.600000381469727,7,2025-08-02 00:00:00,-0.9625494216009906,-0.30812452313918903,-0.33967937913398255,0.10026379552660536,0.08924270010302254,0.08512397102682276
