odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,74,41,0.5540540540540541,88.24324324324324,0.8108108108108109,89.45945945945945,
20.0～,358,78,0.21787709497206703,75.11173184357543,0.5195530726256983,75.78212290502793,
