margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,221,60,0.27149321266968324,67.4660633484163,0.5565610859728507,73.57466063348417,
0.81+,211,59,0.2796208530805687,87.72511848341232,0.5829383886255924,82.8909952606635,
