popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,240,93,0.3875,86.95833333333334,0.7125,88.33333333333333,
2～3番人気,121,21,0.17355371900826447,68.84297520661157,0.48760330578512395,77.10743801652893,
4～6番人気,49,5,0.10204081632653061,86.12244897959184,0.32653061224489793,65.71428571428571,
7番人気以下,22,0,0,0.0,0,0.0,LOW SAMPLE
