popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,30,9,0.3,58.666666666666664,0.7,84.0,
2～3番人気,15,1,0.06666666666666667,27.333333333333332,0.26666666666666666,31.333333333333336,LOW SAMPLE
4～6番人気,4,1,0.25,215.0,0.5,110.00000000000001,LOW SAMPLE
7番人気以下,1,0,0,0.0,0,0.0,LOW SAMPLE
