bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,285,0.02482648910217211,0.021052631578947368
5～10%,186,0.06922742395101486,0.07526881720430108
10～20%,109,0.13965089113159265,0.1651376146788991
20～30%,42,0.2474762615152534,0.21428571428571427
30～40%,8,0.3159837225009078,0.375
40%以上,1,0.411186772290227,0
