racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,20,0.2777777777777778,71.38888888888889,0.6666666666666666,86.52777777777779,
函館,72,22,0.3055555555555556,103.33333333333334,0.5833333333333334,80.0,
小倉,72,21,0.2916666666666667,101.38888888888889,0.5833333333333334,84.86111111111111,
新潟,72,13,0.18055555555555555,55.41666666666667,0.4722222222222222,61.94444444444444,
札幌,72,23,0.3194444444444444,91.25,0.5972222222222222,83.88888888888889,
福島,72,20,0.2777777777777778,73.61111111111111,0.5138888888888888,72.5,
