bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2447,0.025570890728086788,0.023293829178586023
5～10%,1672,0.07209342572998623,0.06758373205741627
10～20%,1051,0.1388861630728873,0.1493815413891532
20～30%,337,0.2401512890755885,0.2195845697329377
30～40%,67,0.33093911639209483,0.43283582089552236
40%以上,7,0.4236416110197055,0.2857142857142857
