odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,72,39,0.5416666666666666,85.55555555555556,0.8055555555555556,88.61111111111111,
20.0～,360,80,0.2222222222222222,82.16666666666667,0.5222222222222223,76.22222222222223,
