month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.2777777777777778,87.88194444444444,77.43055555555556
2026-08,144,0.2708333333333333,72.43055555555556,80.0
TOTAL,432,0.27546296296296297,82.73148148148148,78.28703703703704
