distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,12,0.22641509433962265,64.90566037735849,0.6037735849056604,80.56603773584906,
1700～2000m,215,68,0.31627906976744186,98.23255813953489,0.6372093023255814,86.51162790697674,
2100～2400m,7,2,0.2857142857142857,94.28571428571428,0.8571428571428571,91.42857142857143,LOW SAMPLE
2500m～,26,4,0.15384615384615385,52.69230769230769,0.38461538461538464,53.07692307692308,LOW SAMPLE
～1200m,131,31,0.2366412213740458,62.97709923664122,0.45038167938931295,65.2671755725191,
