popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,236,89,0.3771186440677966,84.78813559322033,0.6991525423728814,86.61016949152543,
2～3番人気,130,25,0.19230769230769232,82.46153846153847,0.4846153846153846,76.15384615384615,
4～6番人気,43,3,0.06976744186046512,61.627906976744185,0.2558139534883721,51.3953488372093,
7番人気以下,23,1,0.043478260869565216,95.65217391304348,0.043478260869565216,34.78260869565217,LOW SAMPLE
