bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2363,0.02606836311348552,0.02496826068556919
5～10%,1689,0.0719874383995244,0.06275902901124926
10～20%,1159,0.1377204409852485,0.14236410698878343
20～30%,318,0.2404227186591588,0.25471698113207547
30～40%,47,0.32135459060987553,0.40425531914893614
40%以上,5,0.4336750598262747,0.4
