odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,3,1,0.3333333333333333,63.33333333333333,1,113.33333333333333,LOW SAMPLE
20.0～,7,2,0.2857142857142857,65.71428571428571,0.5714285714285714,71.42857142857143,LOW SAMPLE
