bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,41,0.027009428522156157,0.024390243902439025
5～10%,30,0.07631826077735783,0.06666666666666667
10～20%,26,0.13810186838441665,0.15384615384615385
20～30%,10,0.2716468101961667,0.2
30～40%,2,0.32657029302312,0.5
40%以上,1,0.4412515875743663,0
