popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,8,3,0.375,81.25,0.875,105.0,LOW SAMPLE
2～3番人気,2,0,0,0.0,0,0.0,LOW SAMPLE
