race_id,gap_rank_upper,gap_rank_lower,upper_horse,lower_horse,upper_score,lower_score,raw_gap,gap_ratio,cluster_above_size,gap_percentile,gap_strength,is_major_gap
2026-0705-10-02-04-03,16,17,メイプルキュート,ノクスカンパーナ,0.0116158956766588,0.009373786949772948,0.0022421087268858515,1.2391892133776476,16,28.665760341813947,28.665760341813947,0
2026-0705-10-02-04-04,1,2,サトノロザリー,ファイアプレイス,0.26669621046268926,0.21570188471790241,0.05099432574478685,1.236411127382952,1,92.15381627500486,92.15381627500486,1
2026-0705-10-02-04-04,2,3,ファイアプレイス,メイワキラリ,0.21570188471790241,0.12755160995823794,0.08815027475966447,1.6910949598247016,2,96.79549427073219,96.79549427073219,1
2026-0705-10-02-04-04,3,4,メイワキラリ,ショウナンタマユラ,0.12755160995823794,0.11850968567740885,0.009041924280829089,1.0762969223076146,3,59.40959409594095,59.40959409594095,0
2026-0705-10-02-04-04,4,5,ショウナンタマユラ,リトセア,0.11850968567740885,0.0927582209292665,0.025751464748142355,1.2776192178996117,4,82.71509030879783,82.71509030879783,0
2026-0705-10-02-04-04,5,6,リトセア,タマモビスケット,0.0927582209292665,0.08920660066404189,0.0035516202652246115,1.039813424553641,5,36.99747523791027,36.99747523791027,0
2026-0705-10-02-04-04,6,7,タマモビスケット,モズタイシソウシ,0.08920660066404189,0.08719692036281719,0.0020096803012246978,1.0230476064161742,6,26.91784812584968,26.91784812584968,0
2026-0705-10-02-04-04,7,8,モズタイシソウシ,アルミラージ,0.08719692036281719,0.05449656459809448,0.03270035576472271,1.6000443515271805,7,86.2303359875704,86.2303359875704,0
2026-0705-10-02-04-04,8,9,アルミラージ,ロードフリューゲル,0.05449656459809448,0.04564927348607121,0.008847291112023273,1.1938101186807017,8,58.82695669061954,58.82695669061954,0
2026-0705-10-02-04-04,9,10,ロードフリューゲル,ナツノオジョウサマ,0.04564927348607121,0.04537097017264944,0.0002783033134217683,1.0061339511225513,9,12.895707904447464,12.895707904447464,0
2026-0705-10-02-04-04,10,11,ナツノオジョウサマ,モズナツノジン,0.04537097017264944,0.01397363110590166,0.031397339066747784,3.246899093642693,10,85.76422606331326,85.76422606331326,0
2026-0705-10-02-04-04,11,12,モズナツノジン,ナムラステラ,0.01397363110590166,0.012153943602150667,0.0018196875037509927,1.1497199232872033,11,25.383569625169937,25.383569625169937,0
2026-0705-10-02-04-04,12,13,ナムラステラ,スターペスアンナ,0.012153943602150667,0.009815181428411666,0.002338762173739,1.238280075696723,12,29.345503981355602,29.345503981355602,0
2026-0705-10-02-04-04,13,14,スターペスアンナ,トモジャカトゥーラ,0.009815181428411666,0.009345810171916144,0.0004693712564955224,1.050222639649366,13,14.663041367255778,14.663041367255778,0
2026-0705-10-02-04-05,1,2,ポルトブルー,ヤマニンイハナ,0.0805685039518419,0.0805685039518419,0.0,1.0,1,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,2,3,ヤマニンイハナ,アシャカブラーヴ,0.0805685039518419,0.0805685039518419,0.0,1.0,2,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,3,4,アシャカブラーヴ,ロードフェルム,0.0805685039518419,0.0805685039518419,0.0,1.0,3,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,4,5,ロードフェルム,ゴルディアス,0.0805685039518419,0.0805685039518419,0.0,1.0,4,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,5,6,ゴルディアス,タイセイルミナス,0.0805685039518419,0.0805685039518419,0.0,1.0,5,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,6,7,タイセイルミナス,オーラムミーティア,0.0805685039518419,0.0805685039518419,0.0,1.0,6,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,7,8,オーラムミーティア,シャローチャンプ,0.0805685039518419,0.0805685039518419,0.0,1.0,7,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,8,9,シャローチャンプ,ジャンゴッド,0.0805685039518419,0.0805685039518419,0.0,1.0,8,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,9,10,ジャンゴッド,ヴェールダムール,0.0805685039518419,0.0805685039518419,0.0,1.0,9,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,10,11,ヴェールダムール,アーデルボーデン,0.0805685039518419,0.0805685039518419,0.0,1.0,10,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-05,11,12,アーデルボーデン,ウィモウェ,0.0805685039518419,0.0805685039518419,0.0,1.0,11,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,1,2,タケルレジェンド,ヴェルヴィエ,0.0891078954633799,0.0891078954633799,0.0,1.0,1,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,2,3,ヴェルヴィエ,エボニーウイング,0.0891078954633799,0.0891078954633799,0.0,1.0,2,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,3,4,エボニーウイング,アテンド,0.0891078954633799,0.0891078954633799,0.0,1.0,3,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,4,5,アテンド,ファータカエリ,0.0891078954633799,0.0891078954633799,0.0,1.0,4,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,5,6,ファータカエリ,ボビーザグレート,0.0891078954633799,0.0891078954633799,0.0,1.0,5,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,6,7,ボビーザグレート,ファラオクィーン,0.0891078954633799,0.0891078954633799,0.0,1.0,6,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,7,8,ファラオクィーン,アイルエクラ,0.0891078954633799,0.0891078954633799,0.0,1.0,7,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,8,9,アイルエクラ,ジョウショーツヨシ,0.0891078954633799,0.0891078954633799,0.0,1.0,8,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,9,10,ジョウショーツヨシ,トリオノチカラ,0.0891078954633799,0.0891078954633799,0.0,1.0,9,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-06,10,11,トリオノチカラ,シュライアハフト,0.0891078954633799,0.0891078954633799,0.0,1.0,10,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-07,1,2,パトローナス,トウカイジーク,0.130143326439444,0.07033732906102899,0.05980599737841502,1.8502739324452264,1,93.59098854146436,93.59098854146436,1
2026-0705-10-02-04-07,2,3,トウカイジーク,ドラムメジャー,0.07033732906102899,0.053822257916476,0.016515071144552994,1.3068446361017014,2,73.74247426684794,73.74247426684794,0
2026-0705-10-02-04-07,3,4,ドラムメジャー,サウンドヴィヴァン,0.053822257916476,0.04461659889807112,0.00920565901840488,1.2063281210527874,3,59.70091279860167,59.70091279860167,0
2026-0705-10-02-04-07,4,5,サウンドヴィヴァン,ファイティンアスク,0.04461659889807112,0.04461659889807112,0.0,1.0,4,9.671780928335599,9.671780928335599,0
2026-0705-10-02-04-07,5,6,ファイティンアスク,タワーオブバベル,0.04461659889807112,0.03135115175252477,0.013265447145546345,1.423124714851283,5,68.82889881530394,68.82889881530394,0
2026-0705-10-02-04-07,6,7,タワーオブバベル,ルルハート,0.03135115175252477,0.02819041135755993,0.0031607403949648408,1.1121211164631415,6,34.628083122936495,34.628083122936495,0
2026-0705-10-02-04-07,7,8,ルルハート,ナムラオットー,0.02819041135755993,0.025793063680956654,0.002397347676603278,1.092945440923843,7,29.928141386677027,29.928141386677027,0
2026-0705-10-02-04-07,8,9,ナムラオットー,ファーストアタック,0.025793063680956654,0.021040305741552433,0.004752757939404221,1.2258882545617202,8,43.38706544960186,43.38706544960186,0
2026-0705-10-02-04-07,9,10,ファーストアタック,ケイアイブラック,0.021040305741552433,0.018071915222604287,0.002968390518948146,1.1642543406376373,9,33.443387065449606,33.443387065449606,0
2026-0705-10-02-04-07,10,11,ケイアイブラック,ベルフィーノ,0.018071915222604287,0.017136886780724836,0.0009350284418794506,1.0545623282597134,10,18.81918819188192,18.81918819188192,0
2026-0705-10-02-04-07,11,12,ベルフィーノ,キャンディーズ,0.017136886780724836,0.015183451222260148,0.0019534355584646876,1.1286555691370612,11,26.432316954748497,26.432316954748497,0
2026-0705-10-02-04-07,12,13,キャンディーズ,アッセクシー,0.015183451222260148,0.014808396204846056,0.0003750550174140919,1.0253271868354896,12,13.769664012429597,13.769664012429597,0
2026-0705-10-02-04-07,13,14,アッセクシー,グロリアスニケ,0.014808396204846056,0.012856213794672791,0.0019521824101732654,1.1518473822348994,13,26.41289570790445,26.41289570790445,0
2026-0705-10-02-04-07,14,15,グロリアスニケ,ホッコームジカ,0.012856213794672791,0.012792481483035006,6.37323116377854e-05,1.0049820132022318,14,10.526315789473683,10.526315789473683,0
2026-0705-10-02-04-07,15,16,ホッコームジカ,メイショウジーニー,0.012792481483035006,0.010567642405623,0.002224839077412005,1.2105331531873351,15,28.529811613905615,28.529811613905615,0
2026-0705-10-02-04-08,1,2,シンドリームシン,サトノアイボリー,0.1949743141136937,0.19104534724479472,0.0039289668688989865,1.0205656244737782,1,39.03670615653525,39.03670615653525,0
2026-0705-10-02-04-08,2,3,サトノアイボリー,ヨカオウ,0.19104534724479472,0.1558420790957694,0.03520326814902533,1.225890647463654,2,87.22081957661682,87.22081957661682,0
2026-0705-10-02-04-08,3,4,ヨカオウ,ワンダフルボンド,0.1558420790957694,0.14011922033346347,0.01572285876230592,1.112210578426627,3,72.49951446882889,72.49951446882889,0
2026-0705-10-02-04-08,4,5,ワンダフルボンド,オモイヲノセテ,0.14011922033346347,0.11229145542074553,0.027827764912717934,1.2478172965917123,4,83.84152262575257,83.84152262575257,0
2026-0705-10-02-04-08,5,6,オモイヲノセテ,クラウディアイ,0.11229145542074553,0.08379932040054394,0.028492135020201592,1.3400043685797798,5,84.21052631578947,84.21052631578947,0
2026-0705-10-02-04-08,6,7,クラウディアイ,レイデラティエラ,0.08379932040054394,0.06975561578729653,0.014043704613247415,1.2013272258404315,6,70.05243736647893,70.05243736647893,0
2026-0705-10-02-04-08,7,8,レイデラティエラ,ビヨンドザドリーム,0.06975561578729653,0.06869273667808402,0.0010628791092125028,1.0154729475139925,7,19.82909302777238,19.82909302777238,0
2026-0705-10-02-04-08,8,9,ビヨンドザドリーム,ラマヌジャン,0.06869273667808402,0.01900477147072864,0.04968796520735538,3.614499484189291,8,91.86249757234415,91.86249757234415,1
2026-0705-10-02-04-08,9,10,ラマヌジャン,アスタールテニウム,0.01900477147072864,0.011273907269342453,0.007730864201386188,1.6857306891647945,9,55.35055350553506,55.35055350553506,0
2026-0705-10-02-04-09,1,2,ダークマルス,アクロフェイズ,0.36537542303734305,0.2805125111553781,0.08486291188196493,1.302528081661779,1,96.50417556807147,96.50417556807147,1
2026-0705-10-02-04-09,2,3,アクロフェイズ,ムスクレスト,0.2805125111553781,0.17677178194286053,0.10374072921251759,1.586862496221544,2,97.84424160031074,97.84424160031074,1
2026-0705-10-02-04-09,3,4,ムスクレスト,ウィテカービート,0.17677178194286053,0.04601599032813946,0.13075579161472106,3.8415294484005047,3,98.87356768304525,98.87356768304525,1
2026-0705-10-02-04-09,4,5,ウィテカービート,サトノブリジャール,0.04601599032813946,0.04078606272635458,0.005229927601784881,1.1282283028120161,4,45.69819382404351,45.69819382404351,0
2026-0705-10-02-04-09,5,6,サトノブリジャール,ハレアカラフラ,0.04078606272635458,0.019867098196686833,0.020918964529667745,2.052945141890743,5,78.98621091474072,78.98621091474072,0
2026-0705-10-02-04-09,6,7,ハレアカラフラ,ナスノソナタ,0.019867098196686833,0.012752026986452555,0.0071150712102342785,1.5579560973163842,6,53.389007574286275,53.389007574286275,0
2026-0705-10-02-04-10,1,2,フィドルファドル,マジックローズ,0.10733453967770712,0.09332505154429874,0.014009488133408382,1.1501149787927893,1,69.97475237910274,69.97475237910274,0
2026-0705-10-02-04-10,2,3,マジックローズ,ホウショウマリス,0.09332505154429874,0.08613534285885699,0.007189708685441748,1.0834699026765695,2,53.62206253641484,53.62206253641484,0
2026-0705-10-02-04-10,3,4,ホウショウマリス,カロローザ,0.08613534285885699,0.0620445145272444,0.024090828331612586,1.3882829693354124,3,81.45270926393474,81.45270926393474,0
2026-0705-10-02-04-10,4,5,カロローザ,ユウェンタース,0.0620445145272444,0.04989302034382341,0.012151494183420992,1.2435509836783274,4,66.78966789667896,66.78966789667896,0
2026-0705-10-02-04-10,5,6,ユウェンタース,メイショウリリー,0.04989302034382341,0.04523255233796289,0.004660468005860521,1.1030334961210906,5,42.99864051272092,42.99864051272092,0
2026-0705-10-02-04-10,6,7,メイショウリリー,ジャルディニエ,0.04523255233796289,0.04017316029808672,0.005059392039876168,1.1259396074975243,6,44.882501456593516,44.882501456593516,0
2026-0705-10-02-04-10,7,8,ジャルディニエ,ノボリクレバー,0.04017316029808672,0.039198284409188,0.0009748758888987186,1.0248703713336549,7,19.129928141386678,19.129928141386678,0
2026-0705-10-02-04-10,8,9,ノボリクレバー,タマモジャスミン,0.039198284409188,0.03731640369642349,0.0018818807127645096,1.050430387881801,8,25.869100796271123,25.869100796271123,0
2026-0705-10-02-04-10,9,10,タマモジャスミン,プウスカンドゥール,0.03731640369642349,0.029567151055843052,0.007749252640580441,1.2620899330457824,9,55.48650223344339,55.48650223344339,0
2026-0705-10-02-04-10,10,11,プウスカンドゥール,タマモナポリ,0.029567151055843052,0.02450609303752681,0.005061058018316241,1.2065224354843553,10,44.90192270343756,44.90192270343756,0
2026-0705-10-02-04-10,11,12,タマモナポリ,ワイノナオミ,0.02450609303752681,0.0227167977321331,0.00178929530539371,1.0787652963455645,11,25.150514663041367,25.150514663041367,0
2026-0705-10-02-04-10,12,13,ワイノナオミ,シュヴァルツリーベ,0.0227167977321331,0.01459733529876281,0.00811946243337029,1.5562290834039039,12,56.55467080986599,56.55467080986599,0
2026-0705-10-02-04-10,13,14,シュヴァルツリーベ,ファミリーツリー,0.01459733529876281,0.011964136010736825,0.002633199288025986,1.2200910525977728,13,31.69547484948534,31.69547484948534,0
2026-0705-10-02-04-10,14,15,ファミリーツリー,フローラルセント,0.011964136010736825,0.008890397906490651,0.0030737381042461737,1.3457368428922756,14,34.1813944455234,34.1813944455234,0
2026-0705-10-02-04-10,15,16,フローラルセント,ツーピース,0.008890397906490651,0.006553343757848585,0.0023370541486420664,1.3566201064674965,15,29.30666148766751,29.30666148766751,0
2026-0705-10-02-04-11,1,2,デアヴェローチェ,サウンドモリアーナ,0.27910591083750474,0.15056993612714745,0.1285359747103573,1.8536629423938669,1,98.79588269566906,98.79588269566906,1
2026-0705-10-02-04-11,2,3,サウンドモリアーナ,フリッカージャブ,0.15056993612714745,0.1426485418089897,0.007921394318157748,1.055530846777002,2,55.95261215770052,55.95261215770052,0
2026-0705-10-02-04-11,3,4,フリッカージャブ,ヤマニンアルリフラ,0.1426485418089897,0.09483735885609121,0.04781118295289849,1.504138701557985,3,91.5129151291513,91.5129151291513,1
2026-0705-10-02-04-11,4,5,ヤマニンアルリフラ,アンクルクロス,0.09483735885609121,0.09408127128408833,0.0007560875720028781,1.008036536514476,4,17.343173431734318,17.343173431734318,0
2026-0705-10-02-04-11,5,6,アンクルクロス,ランフォーヴァウ,0.09408127128408833,0.08076036969063673,0.013320901593451603,1.1649435440238707,5,68.92600504952418,68.92600504952418,0
2026-0705-10-02-04-11,6,7,ランフォーヴァウ,ジェニファー,0.08076036969063673,0.0787538635497884,0.0020065061408483242,1.0254781930740426,6,26.879005632161583,26.879005632161583,0
2026-0705-10-02-04-11,7,8,ジェニファー,ヨシノイースター,0.0787538635497884,0.07162300911587434,0.007130854433914063,1.0995609444777377,7,53.42785006797436,53.42785006797436,0
2026-0705-10-02-04-11,8,9,ヨシノイースター,アメリカンビキニ,0.07162300911587434,0.0715050874899898,0.00011792162588454558,1.0016491361667246,8,10.953583220042727,10.953583220042727,0
2026-0705-10-02-04-11,9,10,アメリカンビキニ,アブキールベイ,0.0715050874899898,0.042090967112017985,0.02941412037797181,1.6988226309861474,9,84.7543212274228,84.7543212274228,0
2026-0705-10-02-04-11,10,11,アブキールベイ,オタルエバー,0.042090967112017985,0.03266261074026733,0.009428356371750657,1.2886589944302012,10,60.34181394445524,60.34181394445524,0
2026-0705-10-02-04-11,11,12,オタルエバー,イツモニコニコ,0.03266261074026733,0.03211604679375529,0.0005465639465120353,1.0170184067180494,11,15.265100019421245,15.265100019421245,0
2026-0705-10-02-04-11,12,13,イツモニコニコ,プロトポロス,0.03211604679375529,0.016439208974886755,0.015676837818868538,1.9536248272539847,12,72.4218294814527,72.4218294814527,0
2026-0705-10-02-04-12,1,2,システマソラー,タイセイジェイド,0.35444221592975284,0.15535198353420004,0.1990902323955528,2.2815429057700056,1,99.86405127209167,99.86405127209167,1
2026-0705-10-02-04-12,2,3,タイセイジェイド,ビズロード,0.15535198353420004,0.08725975353242581,0.06809223000177424,1.7803394720393189,2,94.52320838997863,94.52320838997863,1
2026-0705-10-02-04-12,3,4,ビズロード,リヒトミューレ,0.08725975353242581,0.0849338334593091,0.0023259200731167023,1.0273850829331874,3,29.248397747135368,29.248397747135368,0
2026-0705-10-02-04-12,4,5,リヒトミューレ,ゲタリア,0.0849338334593091,0.04722243867607928,0.037711394783229824,1.7985905819457961,4,88.38609438725966,88.38609438725966,0
2026-0705-10-02-04-12,5,6,ゲタリア,ケンフィールド,0.04722243867607928,0.03975938290909356,0.007463055766985721,1.1877055230975129,5,54.573703631773164,54.573703631773164,0
2026-0705-10-02-04-12,6,7,ケンフィールド,テイクイットオール,0.03975938290909356,0.029472710002354817,0.010286672906738743,1.3490236529289927,6,62.0897261604195,62.0897261604195,0
2026-0705-10-02-04-12,7,8,テイクイットオール,メイショウカスガイ,0.029472710002354817,0.027251756772736425,0.0022209532296183915,1.0814976167643,7,28.490969120217517,28.490969120217517,0
2026-0705-10-02-04-12,8,9,メイショウカスガイ,サイモンゼスト,0.027251756772736425,0.026712084535188613,0.0005396722375478127,1.0202032992534478,8,15.16799378520101,15.16799378520101,0
2026-0705-10-02-04-12,9,10,サイモンゼスト,バレンシア,0.026712084535188613,0.023798651380418732,0.002913433154769881,1.1224200946599445,9,33.26859584385318,33.26859584385318,0
2026-0705-10-02-04-12,10,11,バレンシア,ゴールデンスラム,0.023798651380418732,0.022510547168926583,0.0012881042114921484,1.0572222523879935,10,21.63526898426879,21.63526898426879,0
2026-0705-10-02-04-12,11,12,ゴールデンスラム,ブラックドレス,0.022510547168926583,0.01416089201987058,0.008349655149056003,1.5896277676109498,11,57.35094193047193,57.35094193047193,0
2026-0705-10-02-04-12,12,13,ブラックドレス,ルペイドゥロール,0.01416089201987058,0.01131853682990802,0.002842355189962561,1.2511239069746136,12,32.80248591959604,32.80248591959604,0
2026-0705-10-02-04-12,13,14,ルペイドゥロール,トッレブランカ,0.01131853682990802,0.010023323815333092,0.001295213014574928,1.1292199113225883,13,21.73237521848903,21.73237521848903,0
2026-0705-10-02-04-12,14,15,トッレブランカ,アーブルラーブル,0.010023323815333092,0.00825714880134008,0.0017661750139930116,1.213896474011268,14,24.936880947756844,24.936880947756844,0
2026-0705-10-02-04-12,15,16,アーブルラーブル,フェミナンジェンヌ,0.00825714880134008,0.005747408222333236,0.002509740579006844,1.4366734503483698,15,30.763255000971064,30.763255000971064,0
2026-0711-02-01-09-01,1,2,クラウスーラ,ラピッドテソーロ,0.22094799860356293,0.20096028068130783,0.019987717922255094,1.0994610370491698,1,78.0345698193824,78.0345698193824,0
2026-0711-02-01-09-01,2,3,ラピッドテソーロ,ウメヒナタ,0.20096028068130783,0.15455682633329423,0.0464034543480136,1.3002355538017247,2,91.14391143911439,91.14391143911439,1
2026-0711-02-01-09-01,3,4,ウメヒナタ,ワイドウィンザー,0.15455682633329423,0.1299475859823347,0.024609240350959544,1.1893782032573115,3,81.84113420081569,81.84113420081569,0
2026-0711-02-01-09-01,4,5,ワイドウィンザー,ロゼハイスクール,0.1299475859823347,0.05686562572404573,0.07308196025828896,2.285169367746641,4,95.33890075742862,95.33890075742862,1
2026-0711-02-01-09-01,5,6,ロゼハイスクール,ベイビーブラザー,0.05686562572404573,0.04146510845218135,0.01540051727186438,1.3714090676893962,5,72.01398329772772,72.01398329772772,0
2026-0711-02-01-09-01,6,7,ベイビーブラザー,タイガーストリート,0.04146510845218135,0.025290722243429445,0.016174386208751904,1.6395383276550761,6,73.1598368615265,73.1598368615265,0
2026-0711-02-01-09-01,7,8,タイガーストリート,ラストモーメント,0.025290722243429445,0.025277835976142655,1.288626728679007e-05,1.0005097852244533,7,9.88541464362012,9.88541464362012,0
2026-0711-02-01-09-01,8,9,ラストモーメント,セイウンコハルタ,0.025277835976142655,0.02283519120356786,0.002442644772574793,1.106968439668381,8,30.200038842493687,30.200038842493687,0
2026-0711-02-01-09-01,9,10,セイウンコハルタ,カクシンゴールド,0.02283519120356786,0.016272919377267776,0.006562271826300085,1.4032633404100285,9,51.05845795300058,51.05845795300058,0
2026-0711-02-01-09-02,1,2,サラサチャチャチャ,ジーティービキニ,0.2387360280483201,0.17684712224225446,0.061888905806065625,1.3499570986588458,1,93.90172849096912,93.90172849096912,1
2026-0711-02-01-09-02,2,3,ジーティービキニ,ブエノスオプティマ,0.17684712224225446,0.14514372279860135,0.03170339944365311,1.2184276304366544,2,85.97785977859779,85.97785977859779,0
2026-0711-02-01-09-02,3,4,ブエノスオプティマ,メリオルヴィア,0.14514372279860135,0.12388894384944295,0.021254778949158407,1.1715631620444553,3,79.23868712371335,79.23868712371335,0
2026-0711-02-01-09-02,4,5,メリオルヴィア,マーゴットクリュグ,0.12388894384944295,0.11020698290310824,0.013681960946334712,1.1241478587465152,4,69.5474849485337,69.5474849485337,0
2026-0711-02-01-09-02,5,6,マーゴットクリュグ,ワンダーアスク,0.11020698290310824,0.10520598092074253,0.005001001982365708,1.0475353391375462,5,44.552340260244705,44.552340260244705,0
2026-0711-02-01-09-02,6,7,ワンダーアスク,フレンチブラッサム,0.10520598092074253,0.0954137344075775,0.009792246513165029,1.1026293182419171,6,61.15750631190523,61.15750631190523,0
2026-0711-02-01-09-02,7,8,フレンチブラッサム,タガノシルフィー,0.0954137344075775,0.09199958410368356,0.0034141503038939425,1.0371104971523153,7,36.259467857836476,36.259467857836476,0
2026-0711-02-01-09-02,8,9,タガノシルフィー,シルフ,0.09199958410368356,0.05157027552480691,0.040429308578876645,1.7839653398677089,8,89.35715672946203,89.35715672946203,0
2026-0711-02-01-09-02,9,10,シルフ,コイバナ,0.05157027552480691,0.04796613275572683,0.003604142769080082,1.075139323560534,9,37.19168770635075,37.19168770635075,0
2026-0711-02-01-09-02,10,11,コイバナ,チカマヨルキーナ,0.04796613275572683,0.02617576669969461,0.02179036605603222,1.8324633354975022,10,79.64653330743833,79.64653330743833,0
2026-0711-02-01-09-02,11,12,チカマヨルキーナ,サマースプラッシュ,0.02617576669969461,0.025076118317190827,0.0010996483825037838,1.0438524164144625,11,20.042726743056903,20.042726743056903,0
2026-0711-02-01-09-02,12,13,サマースプラッシュ,ベッラモレーン,0.025076118317190827,0.013045762063629429,0.012030356253561398,1.9221658493298062,12,66.4400854534861,66.4400854534861,0
2026-0711-02-01-09-03,1,2,アルサック,クリオロゴールド,0.22981605771350552,0.17547849550771655,0.054337562205788975,1.3096536817720752,1,92.77529617401437,92.77529617401437,1
2026-0711-02-01-09-03,2,3,クリオロゴールド,テンユウ,0.17547849550771655,0.1464575141268185,0.029020981380898037,1.1981529015695882,2,84.52126626529423,84.52126626529423,0
2026-0711-02-01-09-03,3,4,テンユウ,ハッピーローヴァー,0.1464575141268185,0.1314797015667188,0.014977812560099724,1.1139172996411109,3,71.27597591765391,71.27597591765391,0
2026-0711-02-01-09-03,4,5,ハッピーローヴァー,ルージュフローラ,0.1314797015667188,0.1199364982354488,0.011543203331269986,1.0962442917802167,4,65.23596814915518,65.23596814915518,0
2026-0711-02-01-09-03,5,6,ルージュフローラ,ダノンルミエール,0.1199364982354488,0.06838692893785629,0.05154956929759251,1.7537927217705007,5,92.27034375606914,92.27034375606914,1
2026-0711-02-01-09-03,6,7,ダノンルミエール,スノーガーネット,0.06838692893785629,0.058180967923645514,0.010205961014210778,1.175417518450444,6,61.87609244513498,61.87609244513498,0
2026-0711-02-01-09-03,7,8,スノーガーネット,スピットブレイク,0.058180967923645514,0.05238411210037663,0.005796855823268887,1.1106605722773568,7,47.97047970479705,47.97047970479705,0
2026-0711-02-01-09-03,8,9,スピットブレイク,テイクマイハート,0.05238411210037663,0.045699647631452754,0.006684464468923873,1.146269496929847,8,51.64109535832201,51.64109535832201,0
2026-0711-02-01-09-03,9,10,テイクマイハート,ブルーハーツ,0.045699647631452754,0.03716492988098026,0.008534717750472494,1.2296443926520166,9,58.12779180423383,58.12779180423383,0
2026-0711-02-01-09-03,10,11,ブルーハーツ,ウインドトリック,0.03716492988098026,0.030192773636452924,0.006972156244527336,1.230921356496694,10,52.70926393474461,52.70926393474461,0
2026-0711-02-01-09-03,11,12,ウインドトリック,ナオミニオールイン,0.030192773636452924,0.026411893306551932,0.0037808803299009923,1.143150674054975,11,38.104486308020974,38.104486308020974,0
2026-0711-02-01-09-03,12,13,ナオミニオールイン,ユナダイヤ,0.026411893306551932,0.01988888884273151,0.006523004463820422,1.32797229223815,12,50.90308797824821,50.90308797824821,0
2026-0711-02-01-09-03,13,14,ユナダイヤ,トゥントゥントゥン,0.01988888884273151,0.016753302784744774,0.003135586057986736,1.1871622627654017,13,34.41444940765197,34.41444940765197,0
2026-0711-02-01-09-03,14,15,トゥントゥントゥン,ロンドンプライド,0.016753302784744774,0.0161458592683831,0.0006074435163616748,1.0376222476775314,14,16.100213633715285,16.100213633715285,0
2026-0711-02-01-09-03,15,16,ロンドンプライド,アゲンストオッズ,0.0161458592683831,0.014686464648119171,0.001459394620263928,1.0993700427727395,15,22.742280054379492,22.742280054379492,0
2026-0711-02-01-09-04,1,2,アーデルブリックス,ウインアプローチ,0.284353090819312,0.2701046083497736,0.01424848246953836,1.0527517192564415,1,70.22722858807535,70.22722858807535,0
2026-0711-02-01-09-04,2,3,ウインアプローチ,マンサニージャ,0.2701046083497736,0.16933851250599002,0.1007660958437836,1.5950571689368016,2,97.61118663818216,97.61118663818216,1
2026-0711-02-01-09-04,3,4,マンサニージャ,エグジスタンス,0.16933851250599002,0.15277044444742616,0.016568068058563867,1.1084507420168273,3,73.87842299475626,73.87842299475626,0
2026-0711-02-01-09-04,4,5,エグジスタンス,ケナゲ,0.15277044444742616,0.13056029125811947,0.02221015318930669,1.1701141516710998,4,80.01553699747524,80.01553699747524,0
2026-0711-02-01-09-04,5,6,ケナゲ,コスモクラシック,0.13056029125811947,0.11141543381062306,0.019144857447496402,1.1718330826592447,5,77.10234997086813,77.10234997086813,0
2026-0711-02-01-09-04,6,7,コスモクラシック,ヘクセンハウス,0.11141543381062306,0.09394552250284731,0.017469911307775754,1.185957891790386,6,75.19906778015148,75.19906778015148,0
2026-0711-02-01-09-04,7,8,ヘクセンハウス,インフィオラータ,0.09394552250284731,0.09004543471801937,0.0039000877848279353,1.043312443290892,7,38.84249368809478,38.84249368809478,0
2026-0711-02-01-09-04,8,9,インフィオラータ,アスコットダンス,0.09004543471801937,0.038246608881930155,0.05179882583608922,2.3543377400071117,8,92.30918624975723,92.30918624975723,1
2026-0711-02-01-09-04,9,10,アスコットダンス,セイントクーヤ,0.038246608881930155,0.03428057560862215,0.003966033273308002,1.1156933103629239,9,39.19207613128763,39.19207613128763,0
2026-0711-02-01-09-04,10,11,セイントクーヤ,ミリオングローリー,0.03428057560862215,0.03250513939519752,0.0017754362134246304,1.0546201691935198,10,24.99514468828899,24.99514468828899,0
2026-0711-02-01-09-04,11,12,ミリオングローリー,メメボス,0.03250513939519752,0.030903368136654997,0.001601771258542526,1.0518316078512697,11,23.57739366867353,23.57739366867353,0
