race_id,gap_rank_upper,gap_rank_lower,upper_horse,lower_horse,upper_score,lower_score,raw_gap,gap_ratio,cluster_above_size,gap_percentile,gap_strength,is_major_gap
2026-0704-03-02-03-01,5,6,エムアイブレイズ,シーズザチャンス,0.10500181342002476,0.08674663259296733,0.018255180827057432,1.2104425299448154,5,76.03418139444553,76.03418139444553,0
2026-0704-03-02-03-01,6,7,シーズザチャンス,ユイノヘラクレス,0.08674663259296733,0.05069319583683197,0.036053436756135364,1.711208598333036,6,87.68692950087396,87.68692950087396,0
2026-0704-03-02-03-01,7,8,ユイノヘラクレス,ウスズミザクラ,0.05069319583683197,0.042444314801964644,0.008248881034867324,1.1943459583068945,7,57.020780734123136,57.020780734123136,0
2026-0704-03-02-03-02,1,2,ベルトラッキ,ファランギーナ,0.2145143698002709,0.19561331007487165,0.01890105972539924,1.0966246096350232,1,76.81103126820742,76.81103126820742,0
2026-0704-03-02-03-02,2,3,ファランギーナ,ドナディクオーレ,0.19561331007487165,0.16027258339765083,0.035340726677220824,1.2205038811256774,2,87.3373470576811,87.3373470576811,0
2026-0704-03-02-03-02,3,4,ドナディクオーレ,オープンザパンドラ,0.16027258339765083,0.1446195830795604,0.015653000318090415,1.10823568969549,3,72.36356574092056,72.36356574092056,0
2026-0704-03-02-03-02,4,5,オープンザパンドラ,ミサダメキメル,0.1446195830795604,0.0688836112177974,0.07573597186176301,2.099477372379617,4,95.66906195377743,95.66906195377743,1
2026-0704-03-02-03-02,5,6,ミサダメキメル,クイーンズレイン,0.0688836112177974,0.06615109426418046,0.0027325169536169397,1.0413072071446676,5,32.394639735871046,32.394639735871046,0
2026-0704-03-02-03-02,6,7,クイーンズレイン,ボンボンベイビー,0.06615109426418046,0.06414131253115402,0.0020097817330264472,1.0313336546091145,6,26.937269372693727,26.937269372693727,0
2026-0704-03-02-03-02,7,8,ボンボンベイビー,アイスアイスベイビ,0.06414131253115402,0.06225149362219077,0.0018898189089632464,1.0303578082870222,7,25.92736453680326,25.92736453680326,0
2026-0704-03-02-03-02,8,9,アイスアイスベイビ,クライングナウ,0.06225149362219077,0.0492456650712476,0.01300582855094317,1.2641009829418814,8,68.4016313847349,68.4016313847349,0
2026-0704-03-02-03-02,9,10,クライングナウ,シンショク,0.0492456650712476,0.04825595458034864,0.0009897104908989582,1.0205096034159067,9,19.207613128762866,19.207613128762866,0
2026-0704-03-02-03-02,10,11,シンショク,トップオブザキング,0.04825595458034864,0.02241887731192229,0.02583707726842635,2.1524697204478778,10,82.83161778986211,82.83161778986211,0
2026-0704-03-02-03-02,11,12,トップオブザキング,オーケーグリット,0.02241887731192229,0.019427977852049902,0.0029908994598723884,1.1539480579321748,11,33.65702078073412,33.65702078073412,0
2026-0704-03-02-03-02,12,13,オーケーグリット,レディホークダイヤ,0.019427977852049902,0.013004861135873437,0.006423116716176465,1.493901215020169,12,50.45639930083511,50.45639930083511,0
2026-0704-03-02-03-02,13,14,レディホークダイヤ,ヨーゼフ,0.013004861135873437,0.012927537603090223,7.732353278321405e-05,1.0059813040315373,13,10.642843270537968,10.642843270537968,0
2026-0704-03-02-03-02,14,15,ヨーゼフ,リバーブレーション,0.012927537603090223,0.010409414203976803,0.00251812339911342,1.2419082716634908,14,30.821518741503205,30.821518741503205,0
2026-0704-03-02-03-02,15,16,リバーブレーション,ホグホグナナハン,0.010409414203976803,0.007769050841952643,0.0026403633620241604,1.3398566202921824,15,31.773159836861524,31.773159836861524,0
2026-0704-03-02-03-03,1,2,ワンダーブリッツ,イントゥザウインド,0.32524367959948147,0.2709546082320223,0.054289071367459196,1.2003622367661329,1,92.73645368032628,92.73645368032628,1
2026-0704-03-02-03-03,2,3,イントゥザウインド,キタノドンカルロ,0.2709546082320223,0.1873399315917357,0.08361467664028657,1.4463259697484332,2,96.38764808700718,96.38764808700718,1
2026-0704-03-02-03-03,3,4,キタノドンカルロ,ショウナンタヅナ,0.1873399315917357,0.09004227356206274,0.09729765802967297,2.0805775352019444,3,97.3781316760536,97.3781316760536,1
2026-0704-03-02-03-03,4,5,ショウナンタヅナ,ザンシュトーム,0.09004227356206274,0.04942600539561507,0.040616268166447665,1.8217590687604106,4,89.43484171683822,89.43484171683822,0
