race_id,anchor,opponent_cluster,opponent_count,quinella_tickets,quinella_hit,quinella_stake,quinella_return,quinella_roi,exacta_tickets,exacta_hit,exacta_stake,exacta_return,exacta_roi,wide_tickets,wide_stake,wide_return,wide_roi
2026-0801-01-01-03-01,ジャーナーリア,ペイシャクロス/ヒューザー/コシタンタン/フェアリーキャット/アトラップモア/アルデバローズ/サンタクローチェ/ペルヴォルム,8,8,0,800,0.0,0.0,8,0,800,0.0,0.0,8,800,0.0,0.0
2026-0801-01-01-03-03,リテラシー,アルジェンタム,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,430.0,430.0
2026-0801-01-01-03-04,アイドクレース,ブルースカイブルー,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-01-01-03-06,ウーマンズパワー,グッバイウェーブ/メモリーデイズ/テーオーナタリー/セガンティーニ/エスカレイト/パドゼフィール/アスコットアイ/シェーンルスカ,8,8,1,800,570.0,71.25,8,1,800,800.0,100.0,8,800,480.0,60.0
2026-0801-01-01-03-08,エスシービクトリア,エタンセル/メイショウコシュウ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0801-01-01-03-09,ジョイエッロ,テルヒコウ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-01-01-03-10,イヌボウノウタゴエ,ハヤブササキチャン/ルールザウェイヴ/ダノンプレサージュ,3,3,1,300,800.0,266.66666666666663,3,1,300,1450.0,483.3333333333333,3,300,630.0,210.0
2026-0801-01-01-03-12,エアニゲラ,ユージュアーナ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-04-02-03-01,セイリュウ,スペシャルサンクス,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-04-02-03-04,ユニバーサルラヴ,メジロピオラ/タマモチョコチップ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0801-04-02-03-05,サクラドール,レイズレガシー,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-04-02-03-06,コンフォルツァ,リカントロポ/エリカアンディーヴ/ミーントゥビー/クラッシファイド/セイロンジェムズ/タイセイプランセス/ホウオウトランプ/キーウェーブ/ツルマウカタチ/スピンザブラッド/コスモスプモーニ,11,11,1,1100,950.0,86.36363636363636,11,0,1100,0.0,0.0,11,1100,1040.0,94.54545454545455
2026-0801-04-02-03-07,ブルータス,ペンナヴェローチェ/ショウサンジョージ/アデランテ/アラレタバシル/ラフエイジアン/フームスムート/エイブラムス/ベルダイナフェロー/クロニクル/カフェニクス/サンセットブライト/オレデイイノカ/ゲンパチムサシ,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,0.0,0.0
2026-0801-04-02-03-08,リアライズルミナス,ウィロークリーク/ディアアズール/スイートオレンジ/モウエエデショー/ベルウッドクレド/サフランルージュ/ティラーノ/ムーンストラック/クモヒトツナイ/マイネルボス/デリシュー,11,11,0,1100,0.0,0.0,11,0,1100,0.0,0.0,11,1100,700.0,63.63636363636363
2026-0801-04-02-03-09,エアサロメ,フィールマイプラン/クラシオン/ブリックンクリック/トモジャシーマ/グランルチャドール/ガルディーノ/キングクレオール/ホウオウルクソール/アルマーレシチー/グッドヴァイブス/ノーブルミステリー/デルマエアロール/アカツキロットリー,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,0.0,0.0
2026-0801-04-02-03-10,ゴールドプレイヤー,ロードプレリュード/ゼンノスタニング/タマモブレイキン/ブライトラン/ノクターナルハント/ニュークリアス/デアトゥノウ/イネガラーブル/パワポケグッド/クリアーゲイル/ダイヒョウカーク/タニセンローマ/セイクリッドシチー,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,1270.0,97.6923076923077
2026-0801-04-02-03-11,クリスタルドレス,ブライトエアリー,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-07-02-03-01,オスカーレイア,シャインラブ/ヤマニンイハナ/クラリスバローズ/フェーエンハフト,4,4,0,400,0.0,0.0,4,0,400,0.0,0.0,4,400,0.0,0.0
2026-0801-07-02-03-03,チェファルー,ソルアモール/シャリキモン/アイルドゥレーヴェ/パンキー/アージュドール/ゴリョウセイ/スーパービジー/ヴィーラー/ゴールドアベニュー/ウェイヴムーン/グリミスティ/メイショウユウゲン/サトノライトニング/シェーネエルデ/レッドジルベスター,15,15,1,1500,1360.0,90.66666666666666,15,1,1500,1760.0,117.33333333333333,15,1500,910.0,60.66666666666667
2026-0801-07-02-03-04,ウンナターシャ,クラテロス/ラミアスペランツァ/タガノアルテミス/メイショウメゴヒメ/フィデリス/ヤマニンエルファバ/タントレーベル/メイショウマグナ/スマートエトワール/キーテーマ/ベイニーニャ/キミガスキダ/アスタウイン/エアリアルグレース/ガビーズデトワール,15,15,1,1500,29610.0,1973.9999999999998,15,1,1500,36520.0,2434.666666666667,15,1500,8640.0,576.0
2026-0801-07-02-03-05,メイショウナナシロ,サトノグロリア/クロンヌジャン/メイショウジンソウ/レッドバベル/ニシノエビガタメ/サンライズジャッジ/チアフルラン/サラサダンディー/カセノナユタ/フォーシーファイン/レディトゥアタック/ジャッキーバローズ,12,12,1,1200,630.0,52.5,12,0,1200,0.0,0.0,12,1200,290.0,24.166666666666668
2026-0801-07-02-03-06,スナッピードレッサ,ニューオーリンズ/リサシテーション/ピエマンソン/スニーカースキル/ヤマニンアストロン/トゥロン/ヴィリアリート/ルシフェル/ランウインディ/レイズカイザー/ゴールデンオスカー/ナッカーフェイス/シゲルソロソロ/ホワイトガーベラ/メイショウクリフト,15,15,1,1500,1490.0,99.33333333333333,15,1,1500,2090.0,139.33333333333334,15,1500,740.0,49.333333333333336
2026-0801-07-02-03-07,アンドゥーリル,ケーブパール/ミエスペランサ/キングメーカー/テラメリタ/エポックヴィーナス/オールセインツ/ミストレス/ハワイアンティアレ,8,8,0,800,0.0,0.0,8,0,800,0.0,0.0,8,800,0.0,0.0
2026-0801-07-02-03-08,ビービークローサー,ボクマダネムイヨ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,170.0,170.0
2026-0801-07-02-03-09,アバットゥータ,サマーアゲイン,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-07-02-03-10,プルメリアリノ,ハウリングウィンド,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0801-07-02-03-11,ピカキウイ,マーゴットレジーナ/シェーラ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0801-07-02-03-12,サーディンラン,パスコード/ヴォーカライズ/メイショウビストロ/キングケープ/グレゴリオ/パーシャングレー/ウインラウダ/ウィテカービート/サマーブリザード,9,9,1,900,1250.0,138.88888888888889,9,1,900,2410.0,267.77777777777777,9,900,550.0,61.111111111111114
2026-0802-01-01-04-01,タガノシルフィー,ザンシュトーム/ワンダーアスク/ダノンルミエール/テリオスリコ/アインプロージット/ヒマラヤミュサ/ヨドノサファイア/クルサール/ローゾフィア/レーヌペスカ/ドゥブルヴェ,11,11,1,1100,5770.0,524.5454545454545,11,0,1100,0.0,0.0,11,1100,1530.0,139.0909090909091
2026-0802-01-01-04-02,エグジスタンス,ブルーエ/ショウナンバーボン/スカイピア/ニシノマーレ/ロックフラワー/グローリーバローズ/モンテール/ポセイドンテソーロ/シーシェル/ミアエッテ/メイショウタダツグ/アトリ,12,12,1,1200,1170.0,97.5,12,1,1200,1970.0,164.16666666666666,12,1200,1580.0,131.66666666666666
2026-0802-01-01-04-03,ワンダーブリッツ,ゴンフィンガー,1,1,1,100,180.0,180.0,1,1,100,230.0,229.99999999999997,1,100,120.0,120.0
2026-0802-01-01-04-04,ワンダフルデイズ,クオンタムスター,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0802-01-01-04-07,アールグレイ,メイショウローゼ/スリールーディカ/フクチャンブラック/フォーティンブラス/ワダツミ/デイズインザサン/アイアムコロンブス/ヤクジョ/ウインベルチェーロ/デルマアサマ/ゴールデンボブ,11,11,0,1100,0.0,0.0,11,0,1100,0.0,0.0,11,1100,0.0,0.0
2026-0802-01-01-04-08,ジーティーエスピ,ダブルチャレンジ/ディーズメンフィス/ザカリナン/サトノワーグナー/ブライトアゲイン/グレートスティック/ロードクラシコ/エコロハート/シャインズオンユー/ブライアーヒル/レッドカメリア/アースコーリング/アートフォーム,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,1420.0,109.23076923076923
2026-0802-01-01-04-09,ヒットミー,パールフロント/ビーマックス/エコロレバン/アイアムイチバン/クインズシフォン/ララアヴリル/サベージラヴ/ジーベック/ベニシア/ストロングボンド,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0802-01-01-04-10,ヘニーガイスト,チャーリー/サムシャイン/シーズザスローン,3,3,1,300,400.0,133.33333333333331,3,1,300,590.0,196.66666666666666,3,300,200.0,66.66666666666666
2026-0802-01-01-04-12,デンプシー,ミキノバカラ/ホウオウヘッセン/マテンロウサン/ベビーズブレス/ベルビースタローン/サンドロナイト/サンポーニャ/ライツユーアップ/トウカイエルデ/ニホンピロトッティ/バシレウスシチー/スイミーユニバンス/ピースフルナイト,13,13,1,1300,960.0,73.84615384615385,13,0,1300,0.0,0.0,13,1300,3330.0,256.15384615384613
2026-0802-04-02-04-01,サノノキセキ,ヴェントリナ/エコロテラ/ウィールズアップ/センカンナガト/ホワイトフレアー/エレスレイプニル/ノドゥス/タイセイルミナス/キミヘノメロディー,9,9,0,900,0.0,0.0,9,0,900,0.0,0.0,9,900,730.0,81.11111111111111
2026-0802-04-02-04-04,ウォーレーションズ,ツインドライヴ/サトノクラシカル/サングラント/ネイティヴプライド/ヤマタケボニータ/ジュングロワール/グラムエッジ/ヤマメナイト/テルケンレンタッチ/カミカクシ/ブリリアンス/アルティシエル/チャリティチャリス/グランフィエスタ,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,0.0,0.0
2026-0802-04-02-04-05,レッドレガリア,セーヌデローヴ/チルチャンプ/フキョウワオン/ラグアイリータ/プラネタリーアワー/エクストラダーク/カルダモン/ビップマリク/アオゾラランチ/ナイトバード/ニシノトップダノン/レーザーキック/イバラヒメ/キタノアヤカ/ジーナグレイス/テンノルーキー/ルビーサンセット,17,17,0,1700,0.0,0.0,17,0,1700,0.0,0.0,17,1700,15170.0,892.3529411764706
2026-0802-04-02-04-07,ピューロマジック,アメリカンステージ/ビッグシーザー/アタリダイキチ/ベルギューン/カウスリップ/シュラフ/ウイングレイテスト/ロードトレイル/カウンターセブン/エコロレジーナ/クムシラコ/デュガ/テイエムスパーダ/ブーケファロス/バグラダス/ミカッテヨンデイイ,16,16,1,1600,14560.0,910.0,16,1,1600,22080.0,1380.0,16,1600,6190.0,386.875
2026-0802-04-02-04-08,ガーヴィ,キアラメンテ/リポサンテ/ゴバド/ノーザンタイタン/トランスマーレ/シアブリス/ミエノフェアリー/キューティリップ/ファストフォワード/ルンベーラ/ユメシルベ/ノーブルクラウド/ニシノコマチムスメ,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,0.0,0.0
2026-0802-04-02-04-09,エコロガノン,メディチパワー/サトノシャムロック/ウリズンベー/サトノフェンサー,4,4,0,400,0.0,0.0,4,0,400,0.0,0.0,4,400,550.0,137.5
2026-0802-04-02-04-10,チームユートピア,トモジャオーリー,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0802-04-02-04-11,ヤマメホープ,クイーンズレイン,1,1,1,100,530.0,530.0,1,0,100,0.0,0.0,1,100,250.0,250.0
2026-0802-04-02-04-12,シャインアルプス,ウインテラジーナ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,210.0,210.0
2026-0802-07-02-04-01,ビクスバイト,ゴールデンテティス/タイセイアビオン,2,2,1,200,780.0,390.0,2,0,200,0.0,0.0,2,200,310.0,155.0
2026-0802-07-02-04-04,クロカミジョウ,ナムラロダン/モズタイシソウシ/メテオロイド/マクアケ/プレデンシア/リアライズガイザー/グラマラス/ザキノフレンズ/ビービーシナジー/チョウスター/ディアデムドール/ラジャブルック/アステルディーヴァ/ジーティーリボーン/マルカスマッシュ,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0802-07-02-04-06,アイニードユー,トミーバローズ/トライアンフパス,2,2,1,200,230.0,114.99999999999999,2,0,200,0.0,0.0,2,200,140.0,70.0
2026-0802-07-02-04-09,ゴールデンステップ,セイフウサツキ/ボールドハーテッド,2,2,1,200,360.0,180.0,2,0,200,0.0,0.0,2,200,450.0,225.0
2026-0802-07-02-04-11,レッドヴァリアート,メイショウアゴナス/バリオス/ジュンプリメーロ,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0802-07-02-04-12,アラビアンジョイ,アルジェンテーラ/モカプウイング/ケイアイブラック/ハピネスサンライズ/チヨ/エールドリー/リントゥラウル/マルモリキャスター/フィアレスウィル/ルージュエテルナ/グランスプリント/コカボムショット/カフラー/ホウオウスカイハイ,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,0.0,0.0
2026-0808-01-01-05-01,ルージュボニート,ジェイストリーク/ルパピヨンブラン/マーゴットクリュグ/セラサイト/サンエンジェルス/フィーユレアル/シャドウルーラー/ルージュエピック/ワイルドカグラ/サマースプラッシュ/アルデバローズ/ハスカップジャム,12,12,1,1200,1710.0,142.5,12,1,1200,2860.0,238.33333333333334,12,1200,1260.0,105.0
2026-0808-01-01-05-02,チカバリエンテ,ショパンコンクール/リアルジャパン/ライフイズアート,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0808-01-01-05-04,モルニケ,ダノンフィオーレ/フレッチャアズーラ/バルボアパーク/ルーチェフィオーレ/ネッタイヤライ/コスモレッド/ペイシャアーサー/サンウリエル/ブライトフレア/スタードメイソン/アッシュバーグ,11,11,1,1100,1980.0,180.0,11,0,1100,0.0,0.0,11,1100,720.0,65.45454545454545
2026-0808-01-01-05-07,ワイドデコラシオン,ランドスター/テーオーナタリー/ロードヴァルカン,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0808-01-01-05-09,ビーチイン,デルマサクラサク/カルミアクラウン/ヴェールミューズ/オテンバプリンセス/ジーティーアリア/スリーケイ/ミリオンアップ/ランスノーブル/グルーヴィーオン/ブーケドグレイス/リュミナーズ/マインセーラ,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,0.0,0.0
2026-0808-01-01-05-11,ナチュラルライズ,ウェイワードアクト/ヴァルツァーシャル/ペリエール/ルクソールカフェ/オメガギネス/ヒルノハンブルク/レヴォントゥレット/アクションプラン/テーオードレフォン,9,9,0,900,0.0,0.0,9,0,900,0.0,0.0,9,900,0.0,0.0
2026-0808-01-01-05-12,ジーネキング,ブラックジェダイト/ヒズマスターピース/ホウキボシ/マーゴットブロー,4,4,1,400,860.0,215.0,4,0,400,0.0,0.0,4,400,340.0,85.0
2026-0808-04-02-05-01,グルーヴェンス,ウインリスノアール/コスモルミナ/ヴィンチェローズ/コウソクレムリア/シュアシング/マイネルヴェスペル/クールボビー/エルシオン/トランサルピナ/アミノショコラ,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,670.0,67.0
2026-0808-04-02-05-04,スティールヴォーグ,トラスティア/スノーランス,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0808-04-02-05-05,アラビアンドリーム,キタノドンカルロ/ユイノサダハル/コパノミラノ/ウォーレーションズ/オーロラボレアリス/キタイノホシ/オウケンサクラコ/パワポケウォーズ/クライングナウ/ロイヤルタイム/シンショク/ジーティーホクサイ/デルマカイモン/テキサスバローズ,14,14,1,1400,8230.0,587.8571428571429,14,1,1400,7130.0,509.2857142857143,14,1400,4830.0,345.0
2026-0808-04-02-05-06,ラベルセーヌ,クライスレリアーナ/キスアンドクライ,2,2,1,200,170.0,85.0,2,1,200,230.0,114.99999999999999,2,200,120.0,60.0
2026-0808-04-02-05-07,レガーロデルシエロ,レイニング/エストゥペンダ/ミアネーロ/ヴォンフレ/ディマイザキッド/シンハナーダ/アンリーロード/ジュンブロッサム/ヤマニンサンパ/ゴンバデカーブース/ゴートゥファースト/セントメモリーズ/ラインベック/ドラゴンヘッド/コスモブッドレア,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0808-04-02-05-08,アンムート,ソニックウェーブ/トシミチ/ウンスイ,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0808-04-02-05-10,サレジオ,マツリダイコ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,170.0,170.0
2026-0808-04-02-05-12,ブラッキッシュ,ポポラヴィスタ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0808-07-02-05-01,ジーティーキャリー,メイショウジェード,1,1,1,100,490.0,490.00000000000006,1,1,100,550.0,550.0,1,100,170.0,170.0
2026-0808-07-02-05-03,タガノプディング,ピョイットハレルヤ/キャスケード/オーブフレッシュ/ワイルドチャーム/アスターエポワス/エルヴィオラ/ジュエルサンライズ/サウンドディアナ/ゼフィルス/トリビア/エターナルビジョン/タワワ/エルヴィッタ/ジャミールアイン/スナークオーロラ,15,15,1,1500,610.0,40.666666666666664,15,0,1500,0.0,0.0,15,1500,570.0,38.0
2026-0808-07-02-05-04,タニセンゴールド,インドミタビリティ/マイカラー/マテンロウアワー/ラヴィアンコール/クリノリキオー/キタノハイテイル/トゥレネヴェリテ/レディトゥフライト/メイショウゴッホ/ブラストオフ/ガラード/サンライズナスカ/グランドフィナーレ/チュウワヘネシー/イコミキマル,15,15,1,1500,4520.0,301.3333333333333,15,1,1500,6930.0,462.0,15,1500,4920.0,328.0
2026-0808-07-02-05-05,レイクラシック,ゼンノインヴォーク/エイシンビーコン,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,200.0,100.0
2026-0808-07-02-05-06,テイエムアイラン,オリバナム/ビップディラン,2,2,1,200,910.0,455.0,2,1,200,1540.0,770.0,2,200,400.0,200.0
2026-0808-07-02-05-07,ロードヴォイジャー,クァンタムウェーブ/インザモーメント/メイショウシナノ/ユウトザユウト/メイショウコガシラ,5,5,0,500,0.0,0.0,5,0,500,0.0,0.0,5,500,0.0,0.0
2026-0808-07-02-05-08,リアンドゥクール,ゴンタ/テーオーカイザー/バケラッタ/メイショウオグマ/スマートグロワール/エイユーファイヤー/レーンアジリティ/クレスコドルフィン/リアルペガサス/サンライズオスカー/ブルーストレイル,11,11,1,1100,3440.0,312.72727272727275,11,1,1100,4390.0,399.09090909090907,11,1100,1540.0,140.0
2026-0808-07-02-05-09,トーアマリシテン,ポワンキュルミナン/ベイビーベリッシモ/ゴールドブリーズ/ゲインサポート/ヒットアンドロール,5,5,0,500,0.0,0.0,5,0,500,0.0,0.0,5,500,0.0,0.0
2026-0808-07-02-05-10,エバイダンス,マユナイト/ヤマニンコルザ/ガルディエンヌ/カワキタベレッタ/シュクルリー/ザムーン/アリュウ/フェイトブレイカー/ヒルノジェノヴァ/グロリアスニケ/サンシャインビーチ/モチモチチャン/フルドフォルク,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,410.0,31.538461538461537
2026-0808-07-02-05-11,テイエムスティール,オーバースタンド/レッドリガーレ/オーライカモン/グローブアマランス/シャーリーゴールド/ホールドミーワンス/エスティヴァリス/メイショウハボマイ/ゴージャス/インターポーザー,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0808-07-02-05-12,ゴッドアイ,ティグリス/スターアスコット/ウイングサンライズ/グッデイ/ルージュマデイラ/マスティカーレ/フェブリノ/バルフルール/ココロザスノ/ハッピーリオン/タガノプトゥリ/ペスキエーラ/ミヤジマミコ/ルージュシャラポワ,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,2240.0,160.0
2026-0809-01-01-06-01,シンゼンノト,サルトヴェローチェ/ベイビーブラザー/ハイビスカス/シャムスクッカ/カナデ/テムファイア/マーズエクレール/イチゴワタアメ/モーモーワン/エコロヴァルド,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0809-01-01-06-02,スイーヴル,マーゴットオネイロ/カッサンドラ/メイショウマドンナ,3,3,1,300,350.0,116.66666666666667,3,1,300,630.0,210.0,3,300,530.0,176.66666666666666
2026-0809-01-01-06-04,バンダムソレール,サクセスゴールド/メイショウセンドウ/マイネルトレマーズ/メイショウノヴァス/ロジクリスエス/カプリースカラー/サクセスブルー/コサージュ/スナークホクサイ/シーンオブドリーム/ブルーメンフェスト/オルビスケリー,12,12,1,1200,920.0,76.66666666666667,12,1,1200,1740.0,145.0,12,1200,1630.0,135.83333333333334
2026-0809-01-01-06-06,ドンテスタマスター,シャンドラファール/ヘイジュード/ギオンバヤシ/ラッキーシグネチャ/フォーチュンローズ/タビニュ/テイエムプレミラン/ブリックアブラック/ダイナソーコー/マジックファイヤー/ミカレオス/エコロゼルダ/ハバタクジユウニ,13,13,1,1300,1530.0,117.6923076923077,13,1,1300,2840.0,218.46153846153845,13,1300,1310.0,100.76923076923077
2026-0809-01-01-06-07,トリニタリオ,メイショウローゼ/デルマフジ,2,2,1,200,550.0,275.0,2,1,200,770.0,385.0,2,200,520.0,260.0
2026-0809-01-01-06-08,サンデーパーティー,ピエナオルカ/タイキフィアリーベ/ブリオメンテ/ディアスポラ/ホウオウバローロ/クラウンアールシー/ノリノドラゴン/ホノボノ/ファミーユウルーズ,9,9,0,900,0.0,0.0,9,0,900,0.0,0.0,9,900,0.0,0.0
2026-0809-01-01-06-09,ニシノサリーナ,ウィングブルー/ハーモニーソング/ルージュベルベット,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0809-01-01-06-10,ベラジオワールド,プライベートアイズ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,470.0,470.0
2026-0809-01-01-06-11,ブラックチャリス,マーブルパレス,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0809-01-01-06-12,グレーヌドジョワ,ゴーゴータカシ/ドーギッド,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0809-04-02-06-01,アオイノリプー,スーパーユタカ/エクスマキナ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0809-04-02-06-03,ハングローズ,エコロセレナ/ローズオブジャパン,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0809-04-02-06-04,クリムゾンリーフ,カシマライフウ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,250.0,250.0
2026-0809-04-02-06-05,シュヴァルツシルト,ゼファーテソーロ/アンバサダネージュ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0809-04-02-06-06,ライヒスアドラー,カニキュル/テンミラクルスター/マカナ/デルアヴァー/コルレオニス/ガジュノリ/エラン/ハギノアルデバラン/モズロックンロール/エスコバル/サトノヴィレ/クリニクラウン,12,12,1,1200,490.0,40.833333333333336,12,1,1200,540.0,45.0,12,1200,1580.0,131.66666666666666
2026-0809-04-02-06-07,メルカントゥール,マクリール,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0809-04-02-06-08,ハニーローリエ,カレンデュラ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,460.0,459.99999999999994
2026-0809-04-02-06-09,ピコテンダー,キョウエイカンフ/フィーチャリング/ハッピーウィズユー/シャンハイナイト/ダノンモンテローザ/レッドセニョール/アルジェンタージョ/マーゴットゲイン/フォンメイリー/プレアデスグループ/アスタールフナ/ダズリングダンス/タイセイピューマ/シュバルツガイスト,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,0.0,0.0
2026-0809-04-02-06-10,ウップヘリーア,モートンアイランド,1,1,1,100,180.0,180.0,1,0,100,0.0,0.0,1,100,130.0,130.0
2026-0809-04-02-06-11,バンオンタイム,ワイズファミリア,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0809-04-02-06-12,オンナキュヌヴィ,エンジェルサン/シルバーアックス/ジェムシリカ/ココソラーレ/ミクロスギガース/ルナーファントム/シエラモレーナ/インザライムライト/フレアリングベリー/ロジシーザ/ハルカオル/ウィズアツインクル/サンロード/タイセイギガース,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,0.0,0.0
2026-0809-07-02-06-01,ティタノマキア,チュオンソン/ワンダーリュクス/オレンジフィールド/マイコンプリート/レイアン/ラピス/ディアーモルタル/カミノトップワン/ゴナビーオーライト/ストラドーネ/キービート/バンブラボー/ニテンイチリュウ,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,770.0,59.23076923076923
2026-0809-07-02-06-04,エイシンリブウェル,アラムシャピラス/スパルタンエックス,2,2,1,200,600.0,300.0,2,1,200,1040.0,520.0,2,200,290.0,145.0
2026-0809-07-02-06-05,バトルアックス,カレンパンピナップ/オンザノアール/サリカリーフォリア/リアライズブライト/ツァレヴナ/カクウチ/ルクスポップスター/ショウナンラウール/ハイクライテリア/ジャスティンルマン/マテンロウミラクル/ルシャリオ/ロイヤルテール/ヴァリアントマーチ,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,0.0,0.0
2026-0809-07-02-06-06,マイバレンタイン,カレントゥルーシー/サトノアイボリー,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,210.0,105.0
2026-0809-07-02-06-09,メイショウソウセキ,アレナリア/アップストローク/アナザーエース/ナヴァラトゥナ/オリンポスカズマ/クリアクォーツ/ナスノソナタ/ヴィーデ/ヨシノヤッタルデー/ルクスマーベリック/ヴォンヌヴォー/スラッシュ,12,12,1,1200,580.0,48.333333333333336,12,1,1200,1010.0,84.16666666666667,12,1200,750.0,62.5
2026-0809-07-02-06-10,ラヴネヴァーダイズ,グランデスフィーダ/ナウオアネヴァー/リーグナイト/アメリカンビヨンド/アイファーモービル/プールナバドラ/サヨノパララックス/シンギタイ/スレッドザニードル/ガビーズブラザー/シュネーグロッケン/ワイルドブッター/メイプルギャング/リードプリンシパル,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,7910.0,565.0
2026-0809-07-02-06-11,フロムレイブン,ウェルカムソング/マーゴットミスト/カラクニダケ/セクシーマージュ/アーリントンロウ/ヤマニンフェイエル/ベランジェール/モルティフレーバー/マーシーラン/スピリットライズ/フェリーニ/フランクスピード/パリコレジェンヌ/アウクソー/トウカイフルーレ/パレットフレイバー,16,16,1,1600,16090.0,1005.625,16,0,1600,0.0,0.0,16,1600,5240.0,327.5
2026-0809-07-02-06-12,ビッグヒーロー,ブランチアウト,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
