race_id,anchor,opponent_cluster,opponent_count,quinella_tickets,quinella_hit,quinella_stake,quinella_return,quinella_roi,exacta_tickets,exacta_hit,exacta_stake,exacta_return,exacta_roi,wide_tickets,wide_stake,wide_return,wide_roi
2026-0712-10-02-06-07,コルヴァス,エアフォースワン/オオツカ/ヴィエントデコラ/タマモスカイ/メイショウオグマ/ラブインアクション/セルジュバローズ/ジュンプリメーロ/キリオス/ジェバーダ/リアルペガサス/ニシノミチアキ/テーオーノーベル,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,1150.0,88.46153846153845
2026-0712-10-02-06-08,ペイシャシス,ミッキーマーメイド/メイショウピリカ/ミリタリータトゥー,3,3,1,300,460.0,153.33333333333334,3,0,300,0.0,0.0,3,300,240.0,80.0
2026-0712-10-02-06-09,ホウショウルクス,ショウナンバンライ/タガノアニマシオン,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,260.0,130.0
2026-0712-10-02-06-11,モックモック,ジンセイ/レイナデアルシーラ/スナークラファエロ/ゴッドブルービー/シュラザック/メルキオル/フェルヴェンテ/メイショウズイウン/サンライズアリオン,9,9,0,900,0.0,0.0,9,0,900,0.0,0.0,9,900,0.0,0.0
2026-0712-10-02-06-12,ベルファスト,ドルチェミスト/ノボリリア/ウインマスカレード/ウォーターデライト/フィラーエ/テルヴィセクス/セレブトーチ/ベネメレンティ/ジューンオアシス/モルティフレーバー/シャインベック/ギザキズラヴ/リアルアルバ/ラブカムーン/ジュエルハウス/アットザラヴアスク,16,16,1,1600,1530.0,95.625,16,0,1600,0.0,0.0,16,1600,4030.0,251.87499999999997
2026-0718-02-01-11-01,イッペイ,ガーシュウィン/レインボースター/サンゴート/アートオブブライト/ハイビスカス/ロードレスポンス,6,6,0,600,0.0,0.0,6,0,600,0.0,0.0,6,600,230.0,38.333333333333336
2026-0718-02-01-11-02,マーマレードスカイ,チュラヴェール/メメボス/メモリーデイズ/ジェッディンデデン/コシタンタン/レディリリス/クリーンブーケ/ジャストキュート/ペイシャクロス/ブルーメンフェスト,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0718-02-01-11-03,リバーソニック,ザンテソーロ/ジャストグレース/マーゴットデウス/ハイランダー/フェンリル/ゴールデンボブ/リベンジャー/エトワールブルー/エースオブゴールド,9,9,0,900,0.0,0.0,9,0,900,0.0,0.0,9,900,0.0,0.0
2026-0718-02-01-11-04,ニシノオールワン,ホウオウザロイヤル/スッサンエア/スノーガーネット/ココソラーレ/メカニックバレエ/ヨドノサファイア/シュヴェスター/レッドアイスピア/オリヒメボシ/エコロデュラン/イズントイット/ガルフコースト/エルファリス/デルマアサマ/シバノパージャン,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0718-02-01-11-05,モンロワイヤル,イトシサ/メイショウセンドウ/サンオブザサン/ペガサスウィンド/コウソクユノ/バンダムソレール/レースクイーン/チャーチルデュース/ダノンアクション/ディープマウンテン/ルージュプルーヴ/ホウオウライセンス/フロムザムーン,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,0.0,0.0
2026-0718-02-01-11-06,トリニタリオ,ジュラトリー,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0718-02-01-11-08,メイショウテンク,アスクファイアモア/ワンダフルデイズ/テイクザクラウン/マイネルゼウス/バルドル,5,5,0,500,0.0,0.0,5,0,500,0.0,0.0,5,500,0.0,0.0
2026-0718-02-01-11-09,ドッグウッド,グランセゾン/マイネルシンベリン/ディーリライズ/ゴーゴータカシ/ウインポセイドン/コウギョク/マカナアネラ/ハミルトン/ビービーバザーク/アドミラルシップ/マイバラード/ホウオウペトリュス,12,12,1,1200,720.0,60.0,12,1,1200,1100.0,91.66666666666666,12,1200,750.0,62.5
2026-0718-02-01-11-10,マナボニート,アパッシメント/マジカルフェアリー/サンドロナイト/フードマン/ムチャスグラシアス/エクストラバック/フミサウンド/バシレウスシチー/ストリンジェンド,9,9,1,900,560.0,62.22222222222222,9,0,900,0.0,0.0,9,900,490.0,54.44444444444444
2026-0718-02-01-11-11,イガッチ,レヴォントゥレット/ラタフォレスト/チュウワクリスエス/ハグ/オウギノカナメ/ホールシバン/コトホドサヨウニ/マーブルロック/アスクデビューモア/テーオードレフォン,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0718-02-01-11-12,ハーモニーソング,ルージュベルベット/バレンタインビスタ/ラミアメンテ/メイショウハッケイ/ルージュナリッシュ/アルバニー/エコロハート/アルマロクザン/メラヴィリオーザ/オンザヴィーナス,10,10,1,1000,1040.0,104.0,10,0,1000,0.0,0.0,10,1000,1590.0,159.0
2026-0718-03-02-07-01,シュネーバレン,エーアイクワイ/サリードゥ/ショウナンハーヴェ,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,910.0,303.3333333333333
2026-0718-03-02-07-02,ビップヴィーナス,サノノキセキ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,120.0,120.0
2026-0718-03-02-07-03,ハングローズ,ゲンテン/セントリアン/イデアジュアンイハ/エクスペクタント/グラデュエール/ジャガーライズ/サクラボーベル/テルケンレンタッチ/ヌビアン/レーヴルーバ/ライブリピュア/プリンセスダーコ/アンセートゥモダン/ジーティーフクフク,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,290.0,20.714285714285715
2026-0718-03-02-07-06,テンオンスゴールド,カシマライフウ/アラビアンドリーム,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0718-03-02-07-07,ベアダイヤモンド,ベルトラッキ/アッシズオブローズ/セキテイリノ/ブライトエアリー/スチールギターラグ/モンドシュピーゲル/ラッキースウィッチ/サヴマ/マイネルオラクル/シーサンタナ/マイネルリーヒム/エコロゼット/タッカーヴァンバン/ノアソノマ/ケファロニア,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0718-03-02-07-12,ベルゼビュート,ソニックブレイカー/ロイヤルスパイア,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0718-10-02-07-01,タイセイレスポンス,セイウンパシュート/メイショウトム/トゥデイイズザデイ/フジフォンテ/セイフウサツキ/ホウオウスターツ/コイヌール/エーオーキング/アドアプローズ/アスクアットバット/スラッシュ,11,11,0,1100,0.0,0.0,11,0,1100,0.0,0.0,11,1100,0.0,0.0
2026-0718-10-02-07-02,ニシノフランケン,ブレイクガール/アシャカブラーヴ/パーセンタイル/プリマアルバ/ドナズエクリプス/スピークロウ/プリメラエストレラ/フランヴィア/イザベル/アイルエクラ,10,10,1,1000,350.0,35.0,10,1,1000,1150.0,114.99999999999999,10,1000,1470.0,147.0
2026-0718-10-02-07-03,アルムアポジェ,メイショウマドンナ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0718-10-02-07-04,スマイルスルー,オールザワールド/コンテナワールド/アトラクティーボ/マテンロウジョイ/トーアモルペウス/スノーディーヴァ,6,6,0,600,0.0,0.0,6,0,600,0.0,0.0,6,600,360.0,60.0
2026-0718-10-02-07-06,キープシャイニング,ムソウテンセイ/ジューンマーチ/ハクアイタワー/ラクホマレ/リテラシー/ルクスドリーム/ゼンノゾンターク/コカボムショット/サンマルマニック/ダイメイミラクル,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,890.0,89.0
2026-0718-10-02-07-08,ノンブルドール,ワンダフルボンド/ダノンアトラス,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0718-10-02-07-12,バートラガッツ,スマートクラビ/レーンアジリティ/フランキーバローズ/ジューンセクレタ/ヨカオウ/アメリカンスタイル/モズプリヴェール/ケンフィールド/フリッシュ/チャチャピンク/ミッキーコンドル/デュアルロール,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,460.0,38.333333333333336
2026-0719-02-01-12-01,ステラトップガン,ショパンコンクール,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0719-02-01-12-02,エコロセレナ,トルークマクト/ミスマラッカ/ミスチヴマリアンヌ/アルマフレイヤ/ホワイトラバーズ/ハネマン/デルマハルナ/ラブデウザ,8,8,0,800,0.0,0.0,8,0,800,0.0,0.0,8,800,0.0,0.0
2026-0719-02-01-12-04,ギオンバヤシ,フローレンスフーガ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0719-02-01-12-06,マメーアップル,ソワンドヴィクター/コスモファーブロス/マリノリュミエール/リネアベルタ/ディサイドオンミー/チェサピークベイ/クープグラッセ/ライトオブジアース/スカイプレリュード/セイカユウヒ/アウェイクネス/ジューンマロン/ノブピースオブラブ/トゥルージョワ/リアライズブルーム,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,850.0,56.666666666666664
2026-0719-02-01-12-07,プリンセスアツコ,クッカユフラ/ミリオンアップ/ブーケドグレイス/ストラニエーロ/ライラックデューン/フェニーチェドーロ/スタンピー,7,7,0,700,0.0,0.0,7,0,700,0.0,0.0,7,700,0.0,0.0
2026-0719-02-01-12-08,ワイドデコラシオン,メイショウハッブル/タイセイモノリス/グッバイウェーブ/プレザントトーン,4,4,0,400,0.0,0.0,4,0,400,0.0,0.0,4,400,0.0,0.0
2026-0719-02-01-12-09,モンローウォーク,アストリル/レーヴドロペラ,2,2,1,200,480.0,240.0,2,1,200,630.0,315.0,2,200,240.0,120.0
2026-0719-02-01-12-10,シーズザスローン,ウインシャーガス/タガノエルー/プライベートアイズ/テルアスワッド/ルージュマローネ/マーウォルス/ジュンラトゥール/メイショウタイピン/キングベルベット/マンダリンボレロ/レイザリオ/ヤコブセン/フォーワンセルフ,13,13,1,1300,440.0,33.84615384615385,13,1,1300,970.0,74.61538461538461,13,1300,820.0,63.07692307692307
2026-0719-02-01-12-12,コモンスナイプ,ロードクラシコ/ザカリナン/ソードマスター/ホウオウヘッセン/フレンドモナコ/アヤサンジョリーン/ミスターバッドガイ/シャインズオンユー/ルクスアドラー/マイオウンウェイ/ロードヴェルテクス/ブラヴィーノ,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,0.0,0.0
2026-0719-03-02-08-01,ムーンベリル,トムキャット/スウィット/ユイノキャッツアイ/ドナビッグベン/ココニイルヨ/レオライジング/ウカテンセイ/リケアチャチャチャ/ケンシロウワールド,9,9,1,900,920.0,102.22222222222221,9,1,900,960.0,106.66666666666667,9,900,380.0,42.22222222222222
2026-0719-03-02-08-02,クリスタルドレス,ピースフルマインド/サトノスターライト/ジャストビコーズ/クレアノア/グレイスルーラー/フジサン/アオゾラランチ/ジャストマイウェイ/アマンヘセル/ロジタイガー/キリスパークル/ダイナマイトメロン/ジェイエルグリーン/チョコスコーン/ルビーサンセット,15,15,1,1500,1480.0,98.66666666666667,15,0,1500,0.0,0.0,15,1500,3350.0,223.33333333333334
2026-0719-03-02-08-03,ペプチドドリーム,シャルムグリーン/グランマエストロ/シルバーゴールド/ランウェイミューズ/ベルランコントル/ブラーヴジャン,6,6,1,600,1420.0,236.66666666666666,6,1,600,1990.0,331.6666666666667,6,600,500.0,83.33333333333334
2026-0719-03-02-08-04,フェスティヴハート,デルマザオウ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0719-03-02-08-07,イントゥザウインド,キタノドンカルロ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0719-03-02-08-09,ガラベイヤ,ヴァンヴィーヴ/ロードトレゾール/ハッピーエンジェル/ヴェントゥーラ/ルージュブリッツ/キョウエイボニータ/セイウンデセオ/ファビュラススター/プリティディーヴァ/ダンケルド/クレオズニードル/カリーシ/イグニション/マイネルラッシュ/ポッドデスペア,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,2250.0,150.0
2026-0719-03-02-08-10,アロンズロッド,ルールーリマ/コスモイシュタル,2,2,1,200,550.0,275.0,2,0,200,0.0,0.0,2,200,460.0,229.99999999999997
2026-0719-03-02-08-12,エアトベーレ,ヘルヴェティオス/リポジノ/アルデキングダム/ソナタン/ジーティーブラック/カイトヴィント/ノーウェアマン/イサチルシーキング/キングプロフィット/スーパーホース/メリーサウンド/ウインドワンピース/ノアチュロス,13,13,1,1300,2890.0,222.30769230769232,13,1,1300,5490.0,422.3076923076923,13,1300,920.0,70.76923076923077
2026-0719-10-02-08-01,メイショウソウセキ,ニシノクードクール/フラムリンガム/バニーラビット/エイカイボクサー/ブランフォルテ/スティルシャイニン/シュエットアムール/クリアクォーツ/ブルーセルリアン,9,9,0,900,0.0,0.0,9,0,900,0.0,0.0,9,900,1140.0,126.66666666666666
2026-0719-10-02-08-02,カルロット,ヒッグスボソン,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0719-10-02-08-04,アラムシャピラス,ダンツウルス/ブルーザー,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,170.0,85.0
2026-0719-10-02-08-06,ウルトラハート,サトノライトニング/コズミックフレア/リリーサンダー/テイエムファントム/ビーウィナー/アイアン/サカトクフェイス/レッドフレーザー/テーオータウンズ/トゥレネヴェリテ/メイショウゲッコウ/テーオーレックス,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,0.0,0.0
2026-0719-10-02-08-07,ピアストイヤーズ,アーリントンロウ/レオナルドスター/ウェルカムソング/フィラーエ/キョラムン/マウンテンバローズ/ヒットザグラウンド/ラブアイミー/イリスアスール/ペルフェツィオーネ/バーケンティン/ソリスディエス/アスクザアメリカン,13,13,0,1300,0.0,0.0,13,0,1300,0.0,0.0,13,1300,1660.0,127.69230769230768
2026-0719-10-02-08-08,アイカンアズーラ,ドラムメジャー/ミヤフロント/アメリカンビヨンド/ジャンシ/サンライズジュピタ/イイデカンタロウ/ミヤラティーニ/スレッドザニードル/ヨドノゴールド/ナンヨークリスタル,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0719-10-02-08-10,アレナパラシオ,ジューンエオス/サイモンシュバリエ/カルパ/レヴァンテシチー/ナヴォーナ/カミノレアル/モズカトレア/グランキングオー/テーオールビー/マッシャーブルム/インザモーメント/メイショウシナノ/ダノンスウィッチ/プロミシングスター/メイショウオーロラ,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0719-10-02-08-11,ジョバンニ,ジーティーアダマン/ウエストナウ/ガイアメンテ/タガノアビー/レーゼドラマ/ケイズレーヴ/ゼンダンハヤブサ/サフィラ/カエルム/テーオーソラネル/カネフラ/ナムラエイハブ/ノーランサンライズ/コパノサントス/マイネルメモリー/トータルクラリティ,16,16,1,1600,5650.0,353.125,16,0,1600,0.0,0.0,16,1600,2770.0,173.125
2026-0719-10-02-08-12,ミッキージャンプ,グラスベルグ/フレイムスター,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0725-01-01-01-01,カッサンドラ,カレンココナ/カプリースカラー/アイビーミャーオ/ロングフルスペック/テイクマイハート/クリコイーコ/レヴヴィ,7,7,0,700,0.0,0.0,7,0,700,0.0,0.0,7,700,440.0,62.857142857142854
2026-0725-01-01-01-02,ヌーンベルク,コックニー/テイクケア,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0725-01-01-01-03,アオイミズホ,メイショウシンガン/メイショウノヴァス/ワンダーゾルダート/ダンツアラーム/クロームクロス/マクローリン/ゴーントゥファー,7,7,0,700,0.0,0.0,7,0,700,0.0,0.0,7,700,0.0,0.0
2026-0725-01-01-01-07,カイショー,ニシノサリーナ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0725-01-01-01-08,オンザムービー,リュミナーズ/ザハント/マーベリックシチー/ビービーバザーク/ハイライトニング/アルニラム/カフェブーケット,7,7,1,700,5310.0,758.5714285714286,7,1,700,7680.0,1097.142857142857,7,700,1470.0,210.0
2026-0725-01-01-01-09,ジェルブロア,ディヒターリーベ/ジャストビート/キタノサリスカ/ガーネットフレア/ニシノエピカリ,5,5,0,500,0.0,0.0,5,0,500,0.0,0.0,5,500,0.0,0.0
2026-0725-01-01-01-10,ジュンツバメガエシ,レイデラルース/ボンドロア/リギーロ/ライフセービング/レイヤードレッド/ヴァイザーバルコ/ドッビアーコ,7,7,1,700,2630.0,375.7142857142857,7,0,700,0.0,0.0,7,700,2570.0,367.1428571428571
2026-0725-01-01-01-11,ロジケープ,アスクケンタッキー/アンジュプロミス/クリエープキー/サウスバンク/メルトユアハート/ルーフ/シカゴスティング/エヴァンスウィート/パクスロマーナ/ウィルオレオール/ゴールドサーベル,11,11,1,1100,860.0,78.18181818181819,11,1,1100,1260.0,114.54545454545455,11,1100,630.0,57.27272727272727
2026-0725-01-01-01-12,セボンサデッセ,ベラジオワールド,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,180.0,180.0
2026-0725-04-02-01-01,レゾルーティオ,ノシェリー/フルーツバスケット/コルサロ/ソラニワラエバ/コスモバルムンク/ランドジャイアンツ/トリプティーク/ワンコール/ローグアン,9,9,1,900,450.0,50.0,9,1,900,740.0,82.22222222222221,9,900,430.0,47.77777777777778
2026-0725-04-02-01-04,プリプリプリン,マナイアカラニ/オレンジキャンパス,2,2,1,200,760.0,380.0,2,1,200,1200.0,600.0,2,200,340.0,170.0
2026-0725-04-02-01-05,キシダンチョウ,フィールドノート/ヴァリスマリネリス/オルグジェシダ,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,550.0,183.33333333333331
2026-0725-04-02-01-06,シャンソンドール,コルドンブルー/ジーネキング/ガリレア/ソニックライン/ルナルーチェット/ミッキースターダム/ラビットアイ/ギフテッド/メランジェ/ゴールドスター/ナファロア/ナグルファル/ドリームクルーズ/ケイケイ,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,890.0,63.57142857142857
2026-0725-04-02-01-07,コートアリシアン,ボンヌソワレ/スマイルアップ/ピコローズ/キタサンダムール/モジャーリオ/エマヌエーレ/モンテシート/ヴェサリウス/ポッドロワール/スティールブルー/チューラワンサ/フライングブレード/エイムフォーエース/ミストレス/アームテイル/ルミノメテオール,16,16,0,1600,0.0,0.0,16,0,1600,0.0,0.0,16,1600,0.0,0.0
2026-0725-04-02-01-09,スコラーリ,パープルアドミラル/モンツァフレイバー/サングラデーション/サルサロッサ/ウォーターリーダー/ローンウルフ/アメリカンピース,7,7,0,700,0.0,0.0,7,0,700,0.0,0.0,7,700,0.0,0.0
2026-0725-04-02-01-10,カーボフリオ,シェリーシュシュ/ナツミカンチャン/メジロピオラ/アドバンスジェンヌ/ベアエクスプレス/ミュージックレイン/オリエンタルガール/ナックレジーナ/ディレクティオ/ミウ/アジャイブ/マイトリックスター,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,750.0,62.5
2026-0725-04-02-01-11,シルバーアックス,リオハリソンメリー/リオクリスハーレー/アリアファブラ/ルディドゥゲンジ/ユイノササヤキ/ムーンシェイド/テラシエスタ/ケイツーキップ/ソレム/ユニベールクイーン/セランディア/マイエラ/アイファーアイドル/ミヤザキムスメ/タツナナイロ,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0725-04-02-01-12,タイセイフレッサ,クリールスル/ワディアルリヤハ/リラ/リアライズリバティ/ガラク/リラベガ/ルージュダリア/カフェラバー/ロジャリーマイン/テンハートビート/ジョワイユノエル/ミスバレンシア/メイリー/ブルバンビーナ/ショウナンマリーナ/ウインロゼライト,16,16,0,1600,0.0,0.0,16,0,1600,0.0,0.0,16,1600,0.0,0.0
2026-0725-07-02-01-01,エルダークローネ,エコロメジャー,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0725-07-02-01-03,コスモフィレンツェ,プレスバーン,1,1,1,100,480.0,480.0,1,0,100,0.0,0.0,1,100,210.0,210.0
2026-0725-07-02-01-04,タロ,ジャスティンレビン/ワイドヴィンクルム/ボクサークラブ/アステリアート/ロードファイター/ヴァンドゥーヴル/テイクザスローン/テリコス/コーディアリティ/グランピアン/ヨシノサンキュー/マーゴットショット,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,13830.0,1152.5
2026-0725-07-02-01-05,セルヴァジオ,セコンドトゥベスト/ペガサスジルシ/リアライズアリス/ファルカータ/イルミナジーティー/マルモリキャスター/インヴァイト/ワンダーヴァレル/スレイクイーン/セイロンブリーズ/ダーコ/トレッチェ/ノーブルクインダム/ラヴエナストロ/ヒーナシャム,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0725-07-02-01-06,ゼロヴィジビリティ,エブリーポッシブル/ヘリテージブルーム/ポートデラメール/ザックザク/チュウワチーフ/モズケイスター/アリエスキング/ジェミート/モズタチアガレ/ヤマニンバロネス/ホウオウゴールド/アレ/スーパージョック/ゴルデールスカー/ステラスプレンダー,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0725-07-02-01-07,ミュージシャン,ハーツコンチェルト/ウインデイジー/サダムオプシス/ミッキーゴールド/タイセイフェリーク/サトノクローク/ナムラフッカー/メイショウソウタ/エイカイマッケンロ/リンフレスカンテ,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,0.0,0.0
2026-0725-07-02-01-08,ブラックシャリマー,スノースケープ/ロードフィレール,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0725-07-02-01-09,ワイズギャング,イーブンベター/ルビドゥソレイユ/ステライヴ/ダンシングドール/オブシディアーナ/ルクスコスモス/ヴァカンツァ/ドレドレ/ミスヘンリー/リンゲルブルーメ/ニーナバイリッカ/ナムラティアラ/テーオーアンジェラ/ラウルベア/リカード,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0725-07-02-01-10,アスクチャンスマン,インシオン/ブルーストレイル/タイセイフリーデン/リアルペガサス/タマモヒロイン/ルルフィーユ,6,6,0,600,0.0,0.0,6,0,600,0.0,0.0,6,600,0.0,0.0
2026-0725-07-02-01-11,ケールハイム,ルージュスプリヤ,1,1,1,100,220.0,220.00000000000003,1,0,100,0.0,0.0,1,100,130.0,130.0
2026-0725-07-02-01-12,ビッグヒーロー,ララディアーブル/ミッキーラヴィータ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,480.0,240.0
2026-0726-01-01-02-01,クラウスーラ,リアルクウカイ/ワイドウィンザー,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0726-01-01-02-02,プルーフリーディン,ルパピヨンブラン/ビレッジルイーザ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0726-01-01-02-03,ハルヒメ,アンジュラフィーユ/ロジスカヤ/ロンドンプライド/モズヴイ/ランスオブラヴ/メイショウテンジン/サトノシュトローム/ユナダイヤ/フリーダムスタイル/メーテルリンク/ガルフコースト/クロノレガリス/ムーンリットレイン/モノノケ/ティンクルバレット,15,15,1,1500,9120.0,608.0,15,1,1500,12240.0,816.0,15,1500,3680.0,245.33333333333331
2026-0726-01-01-02-07,ビタミンドロップ,ナムラモモ/レネネト/ロードヴァルカン,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0726-01-01-02-08,デイトナチャンプ,コスモレッド/メイショウハッケイ/クイーンズワーフ/サンウリエル/トレヴィ/ダノンフィオーレ/トップオンザヒル/マジカルシャイン/ルクスアドラー/フクシマコウヨウ,10,10,0,1000,0.0,0.0,10,0,1000,0.0,0.0,10,1000,620.0,62.0
2026-0726-01-01-02-09,カルミアクラウン,マインセーラ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0726-01-01-02-10,ヒズマスターピース,ジャズ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0726-01-01-02-11,レクスノヴァス,ミラージュナイト,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0726-04-02-02-01,リリカルフレア,ブラックミューズ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,130.0,130.0
2026-0726-04-02-02-03,ミスタートントン,ミエスタ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0726-04-02-02-04,ココナッツコースト,ルモンテ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0726-04-02-02-08,ステアハート,パイシャオピン/ケイツーリーブル/カーラデマドレ/スルーザナイト/パースウェイド/モモンウールー/アンドリーナ/ルトゥール/エターナルプロミス/ヴァズレーヌ/ベルイストワール/レーヴドレフォン,12,12,0,1200,0.0,0.0,12,0,1200,0.0,0.0,12,1200,0.0,0.0
2026-0726-04-02-02-09,キャネル,オーサムストローク/バラジ,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,0.0,0.0
2026-0726-04-02-02-12,ファランギーナ,ミナヅキ,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
2026-0726-07-02-02-01,メアグローリア,ルースソラール,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,140.0,140.0
2026-0726-07-02-02-03,ダノンミッドナイト,ナムラヴンダー/オープンザパンドラ/ダノンオブアイデア,3,3,1,300,310.0,103.33333333333334,3,1,300,490.0,163.33333333333334,3,300,410.0,136.66666666666666
2026-0726-07-02-02-04,アイランド,タイセイゼスティ/マーチンゲール/エアアルチーナ/グランシャン/クリコバロー/マテンロウアワー/ウォーブレイク/ディープシャロー/ウィスピア/シギーコルエンド/トラッドロア/マジックハンド/カツラコマチ/ラスカルキッド,14,14,0,1400,0.0,0.0,14,0,1400,0.0,0.0,14,1400,670.0,47.85714285714286
2026-0726-07-02-02-05,セッシュウ,ジョーカー/ペプチドレオン,2,2,0,200,0.0,0.0,2,0,200,0.0,0.0,2,200,270.0,135.0
2026-0726-07-02-02-06,サヴォアフェール,マディソンガール/ホウオウタイタン/エアビッグマム,3,3,0,300,0.0,0.0,3,0,300,0.0,0.0,3,300,0.0,0.0
2026-0726-07-02-02-09,スウィッチインラヴ,テルヴィセクス/ルクスノア/ダノンフェルゼン/インターポーザー/ゴージャス/チリーゴールド/ベルフラム/リアライズブラーヴ,8,8,0,800,0.0,0.0,8,0,800,0.0,0.0,8,800,0.0,0.0
2026-0726-07-02-02-10,ポッドリプル,アーガイルショア/マイティキングダム/ザングウィル,3,3,1,300,1530.0,509.99999999999994,3,1,300,2580.0,860.0,3,300,520.0,173.33333333333334
2026-0726-07-02-02-11,ペイシャシス,バースデイフライト/エイズルブルーム/シャンパンライフ/エンヴェロップ/カラペルソナ/ペプチドブッドレア/カモメガトンダ/ロケベンドラ/ポペット/ウォーターエアリー/ラガークイン/リトルスカーレット/オリーボーレン/ウォーターエルピス/マルモア,15,15,0,1500,0.0,0.0,15,0,1500,0.0,0.0,15,1500,0.0,0.0
2026-0726-07-02-02-12,チュウワメロディー,コースタルロード,1,1,0,100,0.0,0.0,1,0,100,0.0,0.0,1,100,0.0,0.0
