racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,96,24,0.25,70.0,0.53125,99.89583333333333,
中山,96,27,0.28125,129.79166666666666,0.5416666666666666,88.02083333333334,
小倉,8,0,0,0.0,0.375,46.25,LOW SAMPLE
