bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,50,0.02255773702193743,0
5～10%,56,0.0622842277302794,0.10714285714285714
10～20%,25,0.14226085187502382,0.12
20～30%,10,0.2217703618010178,0.1
30～40%,1,0.30304305412149246,0
40%以上,0,,
