odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,11,4,0.36363636363636365,60.0,0.6363636363636364,69.0909090909091,LOW SAMPLE
20.0～,39,7,0.1794871794871795,55.12820512820513,0.5128205128205128,62.30769230769231,
