margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,20,4,0.2,66.0,0.6,77.0,LOW SAMPLE
0.81+,30,7,0.23333333333333334,49.666666666666664,0.5,55.00000000000001,
