distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1700～2000m,24,4,0.16666666666666666,61.66666666666667,0.5416666666666666,63.74999999999999,LOW SAMPLE
2500m～,5,1,0.2,42.0,0.4,60.0,LOW SAMPLE
～1200m,21,6,0.2857142857142857,53.333333333333336,0.5714285714285714,64.76190476190476,LOW SAMPLE
