margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,221,61,0.27601809954751133,68.23529411764706,0.5520361990950227,72.62443438914026,
0.81+,211,60,0.2843601895734597,88.81516587677724,0.5829383886255924,82.8436018957346,
