popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,256,90,0.3515625,77.734375,0.69140625,85.78125,
2～3番人気,133,19,0.14285714285714285,58.721804511278194,0.47368421052631576,74.06015037593986,
4～6番人気,37,1,0.02702702702702703,20.54054054054054,0.2702702702702703,55.67567567567567,
7番人気以下,6,0,0,0.0,0.16666666666666666,48.333333333333336,LOW SAMPLE
