bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2657,0.025775682767711965,0.018441851712457658
5～10%,1384,0.07191980298349986,0.0708092485549133
10～20%,1104,0.13872626242535002,0.15670289855072464
20～30%,344,0.23946673178056377,0.2441860465116279
30～40%,82,0.3375097479221008,0.3048780487804878
40%以上,10,0.43564402059579077,0.3
