odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,80,43,0.5375,85.125,0.8,87.625,
20.0～,352,67,0.1903409090909091,61.534090909090914,0.53125,77.13068181818183,
