racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,23,0.3194444444444444,72.22222222222221,0.7361111111111112,94.44444444444444,
函館,72,15,0.20833333333333334,52.63888888888889,0.5694444444444444,75.27777777777777,
小倉,72,18,0.25,66.66666666666666,0.5138888888888888,69.58333333333333,
新潟,72,15,0.20833333333333334,67.22222222222223,0.5416666666666666,76.52777777777777,
札幌,72,19,0.2638888888888889,64.16666666666667,0.5416666666666666,74.58333333333333,
福島,72,20,0.2777777777777778,72.5,0.5833333333333334,84.02777777777779,
