distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,15,0.2830188679245283,76.60377358490567,0.7169811320754716,94.52830188679245,
1700～2000m,215,59,0.2744186046511628,74.83720930232558,0.6093023255813953,82.55813953488372,
2100～2400m,7,2,0.2857142857142857,94.28571428571428,0.8571428571428571,91.42857142857143,LOW SAMPLE
2500m～,26,4,0.15384615384615385,43.84615384615385,0.4230769230769231,57.692307692307686,LOW SAMPLE
～1200m,131,30,0.22900763358778625,49.770992366412216,0.4961832061068702,70.68702290076337,
