date,race_id,horse_id,horse_name,actual_rank,target,odds,win_odds,popularity,ranker_score,ranker_win_probability,prediction_rank,win_payout,model_train_end_date,evaluation_mode
2026-07-11,2026-0711-03-02-05-01,2018102917,ネイチャーシップ,8,0,34.0,3.4000000953674316,2,0.5508728555254154,0.500834901474105,1,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2021102973,トゥラッタッタ,2,0,20.0,2.0,1,-0.1678305400442622,0.1793891327519667,2,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2020103193,シャンデルナゴル,1,1,74.0,7.400000095367432,3,-0.3682433180995918,0.1347273900159311,3,740.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2020103507,グラニットピーク,9,0,212.0,21.200000762939453,8,-1.0246007459927775,0.0527519076246115,4,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2022106304,ナックエルドラド,5,0,904.0,90.4000015258789,11,-1.5046182736616356,0.0265720685600419,5,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2019104010,タマモエース,11,0,182.0,18.200000762939453,5,-1.5404411359180132,0.0252464384036519,6,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2020103537,ジーククローネ,4,0,123.0,12.300000190734863,4,-1.6444983925029475,0.0217590958205271,7,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2017104238,フームスムート,6,0,265.0,26.5,9,-1.681599628922409,0.020635855116453,8,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2021104974,ヒットアンドロール,7,0,211.0,21.100000381469727,6,-1.9688796139109843,0.0136895138026702,9,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2020105774,コスモチプリア,10,0,212.0,21.200000762939453,7,-2.026326039873146,0.0126109287747043,10,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-01,2019101488,クラウンセト,3,0,524.0,52.400001525878906,10,-2.073874033502181,0.0117827676553367,11,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2023107032,イモータリス,3,0,41.0,4.099999904632568,3,0.6707012568011186,0.2953341248831244,1,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2023103472,ドナルンバ,1,1,22.0,2.200000047683716,1,0.6451642270363183,0.2847540630426454,2,220.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2023107329,ボニープリンス,4,0,30.0,3.0,2,-0.0152472841448176,0.1108503235712455,3,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2023107331,ヴァンデスペランス,10,0,86.0,8.600000381469727,4,-0.0189020795414349,0.1102730672035288,4,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2022104761,ニヴルヘイム,9,0,235.0,23.5,5,-0.1398433933119684,0.0927758541318576,5,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2021106811,マイネルモメンタム,2,0,339.0,33.900001525878906,6,-0.5288389638406755,0.0532223518407761,6,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2021106203,ウインボレロ,6,0,504.0,50.400001525878906,7,-1.3097623119465918,0.0174418706101453,7,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2021103037,デリシュー,5,0,719.0,71.9000015258789,8,-1.4234078113123394,0.0148280841315946,8,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2023100729,ヘルメスギャング,11,0,1887.0,188.6999969482422,10,-1.789830358181924,0.0087851445691173,9,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2021103518,リアルセンター,7,0,1513.0,151.3000030517578,9,-1.8397028917747928,0.0081810107070564,10,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-07,2022107023,グランプラネッタ,8,0,2477.0,247.6999969482422,11,-2.423301530414852,0.0035541053089079,11,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023106312,ジェイエルキャリア,5,0,81.0,8.100000381469727,4,-0.0244212995199403,0.1526164339254063,1,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023105263,アイムインディ,7,0,34.0,3.4000000953674316,2,-0.0550834137552293,0.1460756715232638,2,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023103802,ブーケドリス,4,0,93.0,9.300000190734863,5,-0.1974767926520416,0.1191884284113627,3,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023103751,グラティアム,2,0,60.0,6.0,3,-0.3181040791601275,0.1003215951946742,4,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023104658,ライヴレッドアイ,1,1,32.0,3.200000047683716,1,-0.3188853409575871,0.1002096898975491,5,320.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023102007,ゼファーテソーロ,3,0,103.0,10.300000190734863,6,-0.3252734719312426,0.0992993463199215,6,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023103006,マサノピンクレディ,10,0,130.0,13.0,7,-0.5655772095079289,0.0704461039495883,7,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2022104609,フラッシュポイント,8,0,661.0,66.0999984741211,9,-0.9176683451716058,0.0426002702778272,8,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2022106099,ハルノアラシ,9,0,1028.0,102.8000030517578,11,-0.925104197674557,0.0421501377010917,9,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2021106724,チェルシー,11,0,375.0,37.5,8,-0.9402446330829528,0.0412482528994818,10,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2022106767,ミッシオーネ,12,0,1643.0,164.3000030517578,13,-1.09032939560179,0.0332881658629596,11,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2022105138,ダノンリュラ,15,0,1496.0,149.60000610351562,12,-1.5806467454148618,0.0165229214794004,12,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2023106845,ラエトゥス,6,0,2944.0,294.3999938964844,14,-1.7391464610958882,0.0131749912751435,13,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2022101908,イズルード,13,0,856.0,85.5999984741211,10,-1.8187832688916752,0.0117582316812002,14,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2020101677,エーティータキオン,16,0,7349.0,734.9000244140625,16,-2.264256939150392,0.0062224430715242,15,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-08,2019102950,アイファーリーベン,14,0,6073.0,607.2999877929688,15,-2.4347541396338133,0.0048773165296046,16,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2022105118,ノクターン,4,0,27.0,2.700000047683716,1,0.9633864896047448,0.2844142153707551,1,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2023105807,アメティスタ,8,0,65.0,6.5,5,0.9529611252173076,0.2802097143671222,2,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2022105587,サトノソティラス,1,1,60.0,6.0,4,0.3186343921868316,0.1132227656486937,3,600.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2023100021,キンググローリー,2,0,43.0,4.300000190734863,2,0.272045136527913,0.1059324022440962,4,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2022103510,キングズトゥルー,6,0,58.0,5.800000190734863,3,-0.0959593261100735,0.062619736946304,5,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2021105838,モルトマエストーソ,14,0,861.0,86.0999984741211,11,-0.4129832369181219,0.0398128296731142,6,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2021102988,スズカミエール,7,0,402.0,40.20000076293945,7,-0.8395524441636927,0.0216456526340377,7,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2021105056,オルトパラティウム,3,0,195.0,19.5,6,-0.9662475896967908,0.0180620231787301,8,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2020102760,ビッグベルーガ,10,0,1112.0,111.1999969482422,12,-0.9731043566287508,0.0178859624726973,9,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2021103033,ハイラント,9,0,488.0,48.79999923706055,8,-1.066913879124039,0.0156426722769374,10,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2020106694,ヴァイザーバルコ,13,0,590.0,59.0,10,-1.1064650167134236,0.0147833412720381,11,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2019100212,ウインマイルート,5,0,582.0,58.20000076293945,9,-1.3732631471272747,0.0100982361581117,12,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2020103463,サトノトルネード,12,0,1704.0,170.39999389648438,14,-1.7796534143371971,0.005650834572517,13,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2021101701,クリフハンガー,11,0,1561.0,156.10000610351562,13,-1.8577792810959253,0.00505407508354,14,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-09,2021110062,ヒストリアイ,15,0,2056.0,205.6000061035156,15,-1.8701505173006063,0.0049655381013048,15,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2022107138,アタリダイキチ,5,0,68.0,6.800000190734863,3,-0.3216231823827082,0.2036991269528825,1,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2021101580,メイショウヨゾラ,1,1,20.0,2.0,1,-0.4549797249785153,0.1683650755934668,2,200.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2022103042,フォルテム,6,0,40.0,4.0,2,-0.531127339710913,0.1510109550150673,3,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2019103815,スマイルアップ,3,0,107.0,10.699999809265137,4,-0.583251261442876,0.140174719175209,4,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2021103312,ロードマイライフ,4,0,109.0,10.899999618530272,5,-0.719869138516382,0.1153211958781875,5,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2018100442,モーデン,2,0,123.0,12.300000190734863,6,-0.8576776405014284,0.0947130651505813,6,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2018103926,ショウナンラスボス,9,0,489.0,48.900001525878906,9,-1.0545665435151816,0.0714917524575832,7,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2019107016,ウナギノボリ,8,0,230.0,23.0,7,-1.5393629853182758,0.0357666447202998,8,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-10,2021105711,ズバットマサムネ,7,0,294.0,29.399999618530273,8,-1.9655124456963735,0.0194574650567223,9,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2023103355,クリエープキー,7,0,47.0,4.699999809265137,3,0.4723356490680139,0.282517765380779,1,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2021100019,マサノカナリア,1,1,59.0,5.900000095367432,5,0.2196454063625517,0.1969116938956295,2,590.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2019103594,レッドアヴァンティ,5,0,41.0,4.099999904632568,1,0.2045658824991301,0.1927151509657698,3,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2018101343,ゾンニッヒ,4,0,57.0,5.699999809265137,4,-0.2849610297233483,0.0957642111759191,4,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2021102413,シークレットヴァウ,9,0,167.0,16.700000762939453,7,-0.402182889578456,0.0809983866721653,5,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2022104197,カウンターセブン,3,0,46.0,4.599999904632568,2,-0.5791790345744416,0.0629019774455269,6,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2019110001,ショウナンハクラク,8,0,83.0,8.300000190734863,6,-0.7930850719487538,0.0463396306133689,7,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2018103205,クムシラコ,2,0,390.0,39.0,9,-1.2976777843318037,0.0225368290064292,8,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-11,2018102155,マイネルジェロディ,6,0,325.0,32.5,8,-1.4056893397322396,0.0193143548444119,9,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-12,2023110007,アンティミスト,1,1,105.0,10.5,5,-0.3352712325302429,0.1587518169309831,1,1050.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-12,2023101661,アトミックブレス,3,0,37.0,3.700000047683716,1,-0.5420797298264172,0.1181436636537739,2,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-12,2023103227,エリーニック,5,0,49.0,4.900000095367432,3,-0.5580068697837097,0.1154858850849089,3,0.0,2026-06-30,monthly_walk_forward
2026-07-11,2026-0711-03-02-05-12,2023105162,コパノエイダン,4,0,115.0,11.5,6,-0.5890879034780939,0.1104703146020447,4,0.0,2026-06-30,monthly_walk_forward
