race_id,horse_name,actual_finish,odds,model_d_rank,model_e_rank,model_d_score,model_e_score,rank_change,last1_finish,last1_margin,last1_raw_performance,last1_adjusted_performance,hidden_strength_last1,max_hidden_strength_last3,max_strong_against_bias_last3,setup_improvement,last1_race_position_bias,last1_position_advantage
2026-0711-03-02-05-06,ブルーブロディ,11,569.0,16,13,0.00737028993565414,0.0086457518134514,3,12,51.0,0.1559046307836746,0.13753915787274715,-0.018365472910927466,0.007495659722222214,0.029982638888888902,-0.48484848484848486,0.1515151515151515,0.48484848484848486
2026-0801-07-02-03-08,ソウルアンドジャズ,2,202.0,7,4,0.05864123964230443,0.060182272043151235,3,2,3.0,0.5865814940138123,0.5688608332643055,-0.017720660749506845,0.015144032921810713,0.06057613168724278,-0.4807692307692307,0.14743589743589736,0.4807692307692307
2026-0705-03-02-04-02,ネオアンボウ,10,639.0,14,11,0.009789498554467872,0.015408375342888692,3,13,20.0,0.27355169043166544,0.2569047811232798,-0.016646909308385638,0.0,-0.0,-0.4738562091503268,0.1405228758169934,0.4738562091503268
2026-0809-04-02-06-11,スカイドリーマー,11,448.0,15,12,0.021245538972236862,0.028832602754581254,3,13,15.0,0.27338086766376185,0.2569342018514674,-0.016446665812294425,0.0,-0.0,-0.3594771241830065,0.18300653594771232,0.3594771241830065
2026-0808-07-02-05-10,アリュウ,16,536.0,10,7,0.024865883862889526,0.04526464822582344,3,12,20.0,0.2624003539704324,0.24705313174821014,-0.015347222222222234,0.0034920634920634908,0.013968253968253954,-0.21666666666666667,0.2833333333333333,0.21666666666666667
2026-0809-04-02-06-01,セレスタイト,7,808.0,14,11,0.023170738810819033,0.030140227997690235,3,8,22.0,0.3720296776435615,0.35696023319911707,-0.015069444444444413,-0.015069444444444413,-0.060277777777777757,-0.35,0.17222222222222217,0.35
2026-0705-10-02-04-07,ホッコームジカ,2,358.0,15,12,0.012792481483035006,0.014945485297921144,3,15,41.0,0.18240035314597094,0.1690670198126376,-0.013333333333333336,0.0,-0.0,-0.20000000000000007,0.2666666666666667,0.20000000000000007
2026-0808-01-01-05-01,シャドウルーラー,12,76.0,9,6,0.07413084999102457,0.08077976486004641,3,8,10.0,0.3690851797845426,0.3584558395067648,-0.010629340277777788,0.0,-0.0,-0.3291666666666667,0.12916666666666665,0.3291666666666667
2026-0705-10-02-04-10,タマモジャスミン,6,145.0,9,6,0.03731640369642349,0.0414160461009316,3,14,17.0,0.2533333498930842,0.24440539850419532,-0.008927951388888883,-0.008927951388888883,-0.03571180555555555,-0.21250000000000002,0.1680555555555555,0.21250000000000002
2026-0801-04-02-03-07,カフェニクス,15,585.0,12,9,0.019341079793425506,0.0268108803169172,3,12,33.0,0.2857142857142876,0.27726190476190665,-0.008452380952380933,0.0,-0.0,-0.3380952380952381,0.09999999999999998,0.3380952380952381
2026-0704-03-02-03-08,ブリスキー,14,230.0,10,7,0.052100150270913616,0.05734416249754573,3,8,18.0,0.37169645443384886,0.36332910749507336,-0.0083673469387755,0.00295857988165682,0.011834319526627213,-0.19523809523809516,0.17142857142857143,0.19523809523809516
2026-0801-07-02-03-03,ウェイヴムーン,2,136.0,11,8,0.024834374856738985,0.03577680234638456,3,13,33.0,0.23573368647930612,0.22906701981263947,-0.006666666666666654,-0.0038775510204081542,-0.01551020408163266,-0.06666666666666665,0.4,0.06666666666666665
2026-0704-10-02-03-11,トーアライデン,9,358.0,13,10,0.018934884411736713,0.024341047680788236,3,9,6.0,0.38765816753733323,0.38125191753733323,-0.006406250000000002,0.02818064266147635,0.1127225706459054,-0.3416666666666667,0.07500000000000007,0.3416666666666667
2026-0719-10-02-08-03,エイシンキタールン,11,279.0,15,12,0.015960168936170298,0.02121980800876843,3,11,36.0,0.22257129745034138,0.21870870704928944,-0.0038625904010519407,-0.0038625904010519407,-0.015450361604207772,-0.3012820512820513,0.05128205128205132,0.3012820512820513
2026-0718-03-02-07-11,アマイ,11,284.0,14,11,0.019939510477782467,0.024223993859277683,3,6,15.0,0.35000012236092826,0.3483604618671011,-0.001639660493827133,-0.001639660493827133,-0.006558641975308618,-0.4722222222222222,0.01388888888888884,0.4722222222222222
2026-0704-10-02-03-11,ウォーターガーベラ,11,225.0,9,6,0.05953113300691457,0.0693749258000607,3,4,3.0,0.5217141430591274,0.5217141430591274,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0704-10-02-03-11,スリリングチェイス,14,740.0,14,11,0.018519681940729418,0.022414720805697293,3,12,13.0,0.3411773747199981,0.3411773747199981,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0705-03-02-04-01,バイアブランカ,10,49.0,6,3,0.03709213355235707,0.04902021525653626,3,7,8.0,0.3846102444062642,0.3846102444062642,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0705-10-02-04-03,ケンブリッジグレイ,15,582.0,12,9,0.020073635503310032,0.026223905614788517,3,13,14.0,0.2733810779143213,0.2733810779143213,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0711-03-02-05-02,キミガハマ,9,744.0,11,8,0.0152601652752958,0.024078445086280296,3,12,21.0,0.26257129775364374,0.26257129775364374,0.0,0.004097222222222252,0.0163888888888889,-0.0,0.0,0.0
2026-0711-10-02-05-06,リントゥラウル,11,146.0,8,5,0.04034548521444376,0.05476480711202161,3,5,6.0,0.46260754029114726,0.46260754029114726,0.0,0.028337962403896466,0.11335184961558589,-0.0,0.0,0.0
2026-0712-10-02-06-01,リザレクティア,13,629.0,17,14,0.006808648978143282,0.0076706130816215955,3,12,33.0,0.2624003531459728,0.2624003531459728,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0712-10-02-06-09,サンライズケヴィン,2,38.0,7,4,0.08145363628359122,0.09237184840032449,3,14,39.0,0.22857142857142856,0.22857142857142856,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0712-10-02-06-12,ジュエルハウス,11,887.0,16,13,0.01809588811058056,0.022329687977985423,3,13,29.0,0.27919644834195867,0.27919644834195867,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0718-03-02-07-01,ウインリスノアール,4,644.0,9,6,0.023955428569099792,0.030489093452444112,3,7,22.0,0.37408095969484356,0.37408095969484356,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0718-10-02-07-03,スズカローズキング,12,372.0,13,10,0.01220928710575422,0.014372967698589484,3,11,17.0,0.2892379806767589,0.2892379806767589,0.0,0.0010720486111110983,0.0042881944444444434,-0.0,0.0,0.0
2026-0725-04-02-01-04,スウェーバック,8,896.0,12,9,0.01482121313045743,0.01707161070075574,3,9,21.0,0.32716225821117817,0.32716225821117817,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0725-04-02-01-07,モジャーリオ,14,255.0,6,3,0.055550966002752895,0.06985404304159734,3,7,2.0,0.5129576427064098,0.5129576427064098,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0802-01-01-04-08,エコロハート,2,114.0,9,6,0.05381738357420353,0.06579553535163672,3,5,3.0,0.47446028189260014,0.47446028189260014,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0802-01-01-04-11,エリカエクスプレス,4,35.0,5,2,0.1076967307487583,0.152371900767645,3,4,5.0,0.5321069435055166,0.5321069435055166,0.0,0.017136863425925908,0.06854745370370371,-0.0,0.0,0.0
2026-0802-04-02-04-12,エイシンイクサボシ,5,419.0,9,6,0.02947284398365203,0.03901963845144168,3,12,19.0,0.2970811036130285,0.2970811036130285,0.0,0.001836734693877573,0.007346938775510199,-0.0,0.0,0.0
2026-0802-04-02-04-12,モントーヤ,9,250.0,14,11,0.017020420269166683,0.02512491306160236,3,7,11.0,0.3959113114639907,0.3959113114639907,0.0,0.006788194444444451,0.027152777777777786,-0.0,0.0,0.0
2026-0802-07-02-04-12,マルモリキャスター,13,911.0,11,8,0.02078394615089501,0.02243770379771834,3,14,18.0,0.2090670259046295,0.2090670259046295,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0808-07-02-05-10,サンシャインビーチ,11,406.0,14,11,0.0173380348585346,0.024441786905973022,3,10,12.0,0.3439714382818927,0.3439714382818927,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0809-01-01-06-11,ウインアイオライト,13,1397.0,14,11,0.02870153457636964,0.034724385879997516,3,14,7.0,0.2944823998450454,0.2944823998450454,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0809-07-02-06-10,アメリカンビヨンド,2,49.0,6,3,0.06022151016419909,0.0707632959421584,3,5,5.0,0.47214803739790145,0.47214803739790145,0.0,0.0,-0.0,-0.0,0.0,0.0
2026-0712-02-01-10-11,エラトー,4,95.0,8,5,0.06226498891928441,0.0725763733341431,3,13,13.0,0.2800009041317628,0.28165020968731835,0.0016493055555555358,0.0016493055555555358,0.0065972222222222265,-0.125,-0.05277777777777781,0.125
2026-0725-07-02-01-10,リヒトミューレ,1,79.0,4,1,0.13374705937143708,0.15819792549867628,3,4,5.0,0.5152249604748246,0.518263154919269,0.0030381944444444198,0.0030381944444444198,0.012152777777777783,0.05833333333333335,0.20833333333333337,-0.05833333333333335
2026-0808-01-01-05-03,ニシノモリミチ,13,82.0,6,3,0.07237049032916125,0.10273377291736124,3,11,25.0,0.24804137879255175,0.2515307923094378,0.0034894135168860585,0.007788914382320988,0.031155657529283922,-0.4010989010989011,-0.03479853479853484,0.4010989010989011
2026-0809-07-02-06-09,ヴォンヌヴォー,11,655.0,12,9,0.014105758210919885,0.023050745666071758,3,10,79.0,0.280865995257183,0.2915908473281889,0.01072485207100593,0.01072485207100593,0.04289940828402366,0.1858974358974359,0.23076923076923073,-0.1858974358974359
2026-0718-03-02-07-07,サヴマ,12,209.0,9,6,0.07239215256512073,0.09612025138294485,3,4,8.0,0.47129302822399544,0.48254019375687524,0.0112471655328798,0.0112471655328798,0.04498866213151925,0.3047619047619048,0.14761904761904754,-0.3047619047619048
2026-0808-01-01-05-09,ランスノーブル,2,276.0,9,6,0.06015068181482297,0.08679047390725748,3,5,20.0,0.46991073488060414,0.48975200472187397,0.019841269841269826,0.019841269841269826,0.07936507936507939,0.23809523809523814,0.33333333333333337,-0.23809523809523814
2026-0719-02-01-12-12,ロードヴェルテクス,8,624.0,13,10,0.014768285576759096,0.016699352785843998,3,11,22.0,0.292307692419271,0.31754619018524133,0.025238497765970314,0.025238497765970314,0.1009539910638812,0.36263736263736257,0.2783882783882785,-0.36263736263736257
2026-0808-01-01-05-02,アルデシンザン,4,32.0,12,9,0.030301230652753385,0.025889555568859704,3,9,21.0,0.2031407889463963,0.23455025396697243,0.03140946502057612,0.03140946502057612,0.12563786008230454,-0.47777777777777775,-0.262962962962963,0.47777777777777775
2026-0808-07-02-05-10,フルドフォルク,8,527.0,16,13,0.013151033050805552,0.01909558339242657,3,10,35.0,0.31573368647930455,0.35510868647930455,0.03937499999999999,0.03937499999999999,0.1575,0.45000000000000007,0.35,-0.45000000000000007
2026-0711-03-02-05-12,ホノボノ,12,381.0,8,6,0.06329830926506616,0.06975538608880251,2,1,0.0,0.9559046307836747,0.9197878171943337,-0.036116813589341046,0.014619309262166424,0.05847723704866563,-0.4065934065934066,0.35531135531135527,0.4065934065934066
2026-0712-10-02-06-10,オウケンボルト,9,167.0,6,4,0.03751337070638937,0.045250780050252355,2,3,5.0,0.5138062899107454,0.48096678373790586,-0.03283950617283954,-0.00024884259259258523,-0.000995370370370367,-0.4666666666666667,0.28148148148148155,0.4666666666666667
2026-0725-04-02-01-10,ミュージックレイン,11,167.0,9,7,0.01959268329467405,0.021151560548442232,2,9,23.0,0.3271622579489233,0.2950987658854312,-0.03206349206349207,0.0,-0.0,-0.4809523809523809,0.2666666666666666,0.4809523809523809
2026-0712-03-02-06-01,サラフィエル,4,148.0,6,4,0.08408758709814367,0.09914447384712066,2,6,10.0,0.4147003390452718,0.3831295746448371,-0.031570764400434714,-0.010043617998163445,-0.04017447199265382,-0.48901098901098905,0.2582417582417583,0.48901098901098905
2026-0801-07-02-03-03,メイショウユウゲン,10,2755.0,13,11,0.02297894758285342,0.027623894069694725,2,7,11.0,0.3557403671596204,0.3246650055554126,-0.031075361604207763,0.022430555555555565,0.08972222222222224,-0.4807692307692307,0.2585470085470085,0.4807692307692307
2026-0711-02-01-09-08,マテンロウカナロア,4,33.0,3,1,0.07517707999284823,0.08553187638363287,2,9,22.0,0.33895835321534046,0.31324406750105477,-0.02571428571428569,-0.00031195910316789144,-0.0012478364126715723,-0.2571428571428571,0.4,0.2571428571428571
2026-0801-01-01-03-11,クレバーテースト,7,358.0,15,13,0.02384203941678016,0.028810905404613386,2,11,7.0,0.30709080842494363,0.2832019195360547,-0.023888888888888904,0.02440843065167242,0.09763372260668973,-0.4666666666666667,0.2047619047619048,0.4666666666666667
2026-0712-10-02-06-07,キリオス,5,91.0,10,8,0.041150767334477256,0.04807847531466015,2,10,16.0,0.32307696809099296,0.30013287921283816,-0.0229440888781548,0.00023662551440328805,0.0009465020576131842,-0.3296703296703297,0.2783882783882785,0.3296703296703297
2026-0705-02-01-08-02,ミスマラッカ,5,676.0,12,10,0.012426814646660974,0.019265936273578883,2,13,54.0,0.2125256304856251,0.19211746722031897,-0.020408163265306117,0.0,-0.0,-0.19047619047619047,0.4285714285714286,0.19047619047619047
2026-0809-07-02-06-01,ニテンイチリュウ,15,2446.0,16,14,0.010562961820666189,0.010874227883447721,2,11,22.0,0.22240035325754964,0.2020977836761339,-0.02030256958141574,0.014814814814814836,0.05925925925925928,-0.3141025641025641,0.2585470085470085,0.3141025641025641
2026-0705-03-02-04-07,アスコットヴェール,14,34.0,6,4,0.12172543533659612,0.1250563819312893,2,1,0.0,0.9559046307836747,0.9357729756910821,-0.020131655092592626,0.019798900462962954,0.07919560185185186,-0.47916666666666663,0.1680555555555555,0.47916666666666663
2026-0808-04-02-05-04,ホウオウバトラー,9,1496.0,14,12,0.009760550787474988,0.011165990906803916,2,11,45.0,0.19209732284294065,0.17355967362347324,-0.018537649219467406,0.0,-0.0,-0.28787878787878785,0.25757575757575757,0.28787878787878785
2026-0719-02-01-12-10,キングベルベット,13,158.0,10,8,0.05067938844744882,0.06120437511122218,2,8,10.0,0.41335149330523835,0.3960207641385717,-0.01733072916666667,0.006315104166666641,0.025260416666666667,-0.4125,0.1680555555555555,0.4125
2026-0704-10-02-03-01,アクロスザリバー,1,228.0,8,6,0.0353468141961375,0.045294421760482304,2,5,16.0,0.4769231219371468,0.46017796233484437,-0.01674515960230244,0.03678364014902477,0.14713456059609906,-0.17582417582417575,0.38095238095238093,0.17582417582417575
2026-0809-04-02-06-01,マハロハ,3,631.0,11,9,0.032100366515847086,0.03297997740394866,2,7,15.0,0.35869646655957765,0.342194850298346,-0.016501616261231644,-0.016501616261231644,-0.06600646504492656,-0.39102564102564097,0.16880341880341876,0.39102564102564097
2026-0809-07-02-06-12,ウォータールスール,9,152.0,13,11,0.025348241930155828,0.027117199562358082,2,11,14.0,0.3215793438515489,0.30637418771502023,-0.015205156136528675,-0.015205156136528675,-0.06082062454611475,-0.2777777777777778,0.21895424836601307,0.2777777777777778
2026-0808-01-01-05-06,ポリメトリック,7,249.0,9,7,0.06813994491522775,0.07882878451667062,2,6,7.0,0.43862232474636703,0.42420479302779723,-0.014417531718569798,0.0,-0.0,-0.4901960784313726,0.11764705882352944,0.4901960784313726
2026-0705-02-01-08-11,ワイドブリザード,1,51.0,9,7,0.042012503015947916,0.0572716442606418,2,10,23.0,0.3600000000410476,0.34614149309660314,-0.01385850694444446,0.0,-0.0,-0.38749999999999996,0.1430555555555555,0.38749999999999996
2026-0718-02-01-11-07,ホウオウバローロ,8,82.0,8,6,0.054039863244019055,0.058633145927415295,2,4,3.0,0.47002036659809343,0.4562893059920328,-0.013731060606060608,0.030130853994490336,0.12052341597796142,-0.25,0.21969696969696972,0.25
2026-0801-07-02-03-11,ヴィスコンテッサ,2,129.0,5,3,0.23075827954549832,0.22853333719401966,2,4,7.0,0.45036475278622184,0.4368616663664687,-0.013503086419753119,0.00401186342592591,0.016047453703703675,-0.48611111111111116,0.11111111111111116,0.48611111111111116
2026-0809-04-02-06-07,オオツカ,5,604.0,11,9,0.05179473454058175,0.06845633005867027,2,1,0.0,0.9925297816751903,0.9790450978608362,-0.013484683814354192,-0.013484683814354192,-0.053938735257416576,-0.21978021978021978,0.24542124542124544,0.21978021978021978
2026-0718-02-01-11-03,エトワールブルー,10,1284.0,11,9,0.01574091085010888,0.024635596633076125,2,11,45.0,0.19209732284294065,0.17918409970244478,-0.012913223140495866,0.03401360544217685,0.13605442176870747,-0.3787878787878788,0.13636363636363635,0.3787878787878788
2026-0726-07-02-02-04,マジックハンド,6,568.0,13,11,0.015367104406907686,0.017721269522573184,2,10,47.0,0.25590463078367465,0.24507705024455564,-0.010827580539119003,0.0016436554898093259,0.006574621959237359,-0.326923076923077,0.13247863247863245,0.326923076923077
2026-0718-02-01-11-07,ガラスノブルース,14,1430.0,11,9,0.026582252608314316,0.04145730555779382,2,10,15.0,0.33458118608740056,0.3238939754392524,-0.010687210648148149,0.022029478458049867,0.08811791383219955,-0.3458333333333333,0.12361111111111112,0.3458333333333333
2026-0802-04-02-04-09,ブレゲアン,1,261.0,11,9,0.027255102978201832,0.03073746117829842,2,6,14.0,0.4413396380962017,0.43161174693973914,-0.009727891156462554,0.017258382642998032,0.06903353057199213,-0.1238095238095237,0.3142857142857143,0.1238095238095237
2026-0718-10-02-07-10,タマモジャスミン,4,100.0,6,4,0.04407313446752968,0.06264369834172838,2,6,16.0,0.4657552506269532,0.45646850294176805,-0.00928674768518517,-0.008927951388888883,-0.03571180555555555,-0.20416666666666672,0.18194444444444446,0.20416666666666672
2026-0802-04-02-04-04,チャリティチャリス,9,2591.0,14,12,0.009599791544007258,0.011529027670198616,2,12,50.0,0.1559046307836746,0.14716668312527242,-0.00873794765840219,0.01913831360946744,0.07655325443786982,-0.15909090909090906,0.2196969696969696,0.15909090909090906
2026-0719-10-02-08-03,エンジェルグラース,13,161.0,4,2,0.08980142305105611,0.09409520988921427,2,3,9.0,0.5024497170676057,0.493913837437976,-0.00853587962962965,0.00785714285714284,0.031428571428571445,-0.20833333333333337,0.16388888888888886,0.20833333333333337
2026-0719-10-02-08-03,ヒデガミティアラ,7,791.0,11,9,0.02976355483000582,0.038212938913852273,2,5,12.0,0.449069477497579,0.4405335978679493,-0.00853587962962965,0.0,-0.0,-0.20833333333333337,0.16388888888888886,0.20833333333333337
2026-0726-07-02-02-04,グランシャン,9,106.0,5,3,0.10133597229921137,0.09545612750620093,2,9,8.0,0.2651297249257447,0.2567361298844224,-0.00839359504132231,-0.00839359504132231,-0.03357438016528927,-0.09848484848484851,0.34090909090909094,0.09848484848484851
2026-0809-07-02-06-01,キービート,9,3725.0,14,12,0.014858216489501717,0.014047990790664983,2,12,21.0,0.24144797249689243,0.23348878882342305,-0.007959183673469372,-0.007959183673469372,-0.03183673469387752,0.5142857142857142,-0.06190476190476185,-0.5142857142857142
2026-0719-10-02-08-04,レイワノキセキ,10,696.0,9,7,0.020148341775054656,0.023179485960293525,2,7,14.0,0.39573401909079187,0.38798662325745853,-0.007747395833333337,-0.0011478420569329684,-0.00459136822773186,0.1875,-0.1652777777777778,-0.1875
2026-0802-07-02-04-12,ルージュエテルナ,6,89.0,13,11,0.013383633151089923,0.020412308137830036,2,13,26.0,0.2357336864813479,0.2280774364813479,-0.007656250000000003,0.005620659722222199,0.02248263888888889,-0.2250000000000001,0.13611111111111118,0.2250000000000001
2026-0802-01-01-04-02,グローリーバローズ,3,225.0,8,6,0.05678827322555762,0.06900943359905085,2,5,11.0,0.410285821705075,0.40265267202647076,-0.007633149678604234,0.0,-0.0,-0.10606060606060608,0.28787878787878785,0.10606060606060608
2026-0802-04-02-04-01,タイセイルミナス,9,89.0,11,9,0.01712920180479584,0.02040182701988399,2,12,30.0,0.15869634419868686,0.15133580700860422,-0.007360537190082644,-0.007360537190082644,-0.02944214876033058,-0.20454545454545459,0.14393939393939392,0.20454545454545459
2026-0718-02-01-11-08,マイネルゼウス,1,246.0,7,5,0.11623378736212872,0.14282903580750883,2,4,3.0,0.44848625591857416,0.44178982734714556,-0.006696428571428603,0.008978468113083504,0.035913872452334,-0.3214285714285715,0.08333333333333337,0.3214285714285715
2026-0808-07-02-05-12,ルージュマデイラ,10,691.0,9,7,0.044925818144767975,0.04830984587948398,2,4,15.0,0.47573380884023253,0.4697572463402325,-0.0059765625000000044,0.0,-0.0,-0.3375,0.0708333333333333,0.3375
2026-0705-10-02-04-12,バレンシア,14,275.0,10,8,0.023798651380418732,0.032736079049759656,2,7,15.0,0.39919657070278514,0.3932706447768592,-0.005925925925925946,0.02038548752834468,0.08154195011337867,-0.13333333333333341,0.1777777777777778,0.13333333333333341
2026-0801-04-02-03-04,アースアクシス,14,237.0,8,6,0.046886992917359746,0.06483316267952728,2,14,28.0,0.20923796411728451,0.20409473495061783,-0.00514322916666668,-0.00514322916666668,-0.02057291666666667,0.3291666666666667,-0.0625,-0.3291666666666667
