group,races,win_rate,top2_rate,top3_rate,win_roi,place_roi
odds_5_plus,432,0.2708333333333333,0.4375,0.5648148148148148,80.64814814814815,77.4074074074074
odds_10_plus,432,0.2708333333333333,0.4375,0.5648148148148148,80.64814814814815,77.4074074074074
hidden_and_setup,778,0.060411311053984576,0.11825192802056556,0.18380462724935734,69.79434447300771,69.73007712082261
