bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2390,0.026087874738302378,0.02594142259414226
5～10%,1681,0.0720967925055939,0.060083283759666865
10～20%,1124,0.13788655827247298,0.14590747330960854
20～30%,337,0.24099318284382057,0.24629080118694363
30～40%,46,0.32999616434795237,0.4782608695652174
40%以上,3,0.4417746918706012,0
