racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,22,0.3055555555555556,79.02777777777777,0.6666666666666666,85.83333333333333,
函館,72,21,0.2916666666666667,76.80555555555556,0.5694444444444444,77.36111111111111,
小倉,72,17,0.2361111111111111,82.63888888888889,0.5555555555555556,81.80555555555556,
新潟,72,12,0.16666666666666666,48.05555555555556,0.4444444444444444,57.22222222222222,
札幌,72,26,0.3611111111111111,106.11111111111111,0.5972222222222222,82.22222222222221,
福島,72,21,0.2916666666666667,73.75,0.5416666666666666,76.52777777777777,
