margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,222,60,0.2702702702702703,70.4054054054054,0.5585585585585585,74.36936936936937,
0.81+,210,59,0.28095238095238095,85.47619047619047,0.5666666666666667,79.42857142857143,
